Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HDFS_3,Inference_time_3,New_Mistral_ZS_HDFS_3_TempOnly
Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625

### Response:
<*> file <*>

### Input:
Deleting block blk_8483848473254499625",5.287730693817139,<*> file <*>
Received block blk_-9188933731705791676 of size 67108864 from /10.251.39.192,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-9188933731705791676 of size 67108864 from /10.251.39.192

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-91889337317057916",5.271277904510498,Received block blk_-<*> of size <*> from <*>
Deleting block blk_-8898274302731129139 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-8898274302731129139 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139

### Response:
<*> file <*>

### Input:
Deleting block blk_-8898274302731129139",5.281624794006348,<*> file <*>
Deleting block blk_-8014701913801168461 file /mnt/hadoop/dfs/data/current/subdir27/blk_-8014701913801168461,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8014701913801168461 file /mnt/hadoop/dfs/data/current/subdir27/blk_-8014701913801168461

### Response:
<*> file <*>


### Input:
Deleting block blk_-80147019138011684",5.259056329727173,<*> file <*>
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir29/blk_-8775602795571523802,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir29/blk_-8775602795571523802

### Response:
<*> file <*>


### Input:
Deleting block blk_-87756027955715238",5.290552616119385,<*> file <*>
Deleting block blk_-7928230000822317050 file /mnt/hadoop/dfs/data/current/subdir9/blk_-7928230000822317050,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-7928230000822317050 file /mnt/hadoop/dfs/data/current/subdir9/blk_-7928230000822317050

### Response:
<*> file <*>

### Input:
Deleting block blk_-7928230000822317050 file",5.303220272064209,<*> file <*>
Deleting block blk_8303413189200230139 file /mnt/hadoop/dfs/data/current/subdir32/blk_8303413189200230139,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_8303413189200230139 file /mnt/hadoop/dfs/data/current/subdir32/blk_8303413189200230139

### Response:
<*> file <*>

### Input:
Deleting block blk_8303413189200230139",5.258888006210327,<*> file <*>
Deleting block blk_-9038475355621289969 file /mnt/hadoop/dfs/data/current/subdir41/blk_-9038475355621289969,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-9038475355621289969 file /mnt/hadoop/dfs/data/current/subdir41/blk_-9038475355621289969

### Response:
<*> file <*>


### Input:
Deleting block blk_-90384753556212899",5.30444860458374,<*> file <*>
Received block blk_4263664068073345850 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_4263664068073345850 of size 67108864 from /10.251.214.67

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_42636640680733458",5.247600793838501,Received block blk_<*> of size <*> from <*>
Deleting block blk_-8848810702648406400 file /mnt/hadoop/dfs/data/current/subdir11/blk_-8848810702648406400,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8848810702648406400 file /mnt/hadoop/dfs/data/current/subdir11/blk_-8848810702648406400

### Response:
<*> file <*>


### Input:
Deleting block blk_-88488107026484064",5.289483308792114,<*> file <*>
PacketResponder 2 for block blk_-6997219177553478996 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-6997219177553478996 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-6997219177553478996 terminating

### Response:
PacketResponder <*> for block",5.288787364959717,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-00206. blk_-2230892279625104430,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-00206. blk_-2230892279625",5.2576539516448975,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>_<*>/part-<*>
Deleting block blk_-7515058933811567980 file /mnt/hadoop/dfs/data/current/subdir1/blk_-7515058933811567980,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-7515058933811567980 file /mnt/hadoop/dfs/data/current/subdir1/blk_-7515058933811567980

### Response:
<*> file <*>

### Input:
Deleting block blk_-7515058933811567980 file",5.2778160572052,<*> file <*>
Deleting block blk_-8484827087450439270 file /mnt/hadoop/dfs/data/current/subdir25/blk_-8484827087450439270,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8484827087450439270 file /mnt/hadoop/dfs/data/current/subdir25/blk_-8484827087450439270

### Response:
<*> file <*>


### Input:
Deleting block blk_-84848270874504392",5.276568651199341,<*> file <*>
Deleting block blk_-8144387882075572886 file /mnt/hadoop/dfs/data/current/subdir42/blk_-8144387882075572886,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8144387882075572886 file /mnt/hadoop/dfs/data/current/subdir42/blk_-8144387882075572886

### Response:
<*> file <*>


### Input:
Deleting block blk_-81443878820755728",5.260167837142944,<*> file <*>
Deleting block blk_-8383503596684323017 file /mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8383503596684323017 file /mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017

### Response:
<*> file <*>


### Input:
Deleting block blk_-83835035966843230",5.374441385269165,<*> file <*>
Deleting block blk_-8796256534683400159 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8796256534683400159 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159

### Response:
<*> file <*>


### Input:
Deleting block blk_-87962565346834001",5.378441572189331,<*> file <*>
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir41/blk_-8775602795571523802,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir41/blk_-8775602795571523802

### Response:
<*> file <*>


### Input:
Deleting block blk_-87756027955715238",5.322831869125366,<*> file <*>
Received block blk_4098532420907418423 of size 67108864 from /10.251.43.147,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_4098532420907418423 of size 67108864 from /10.251.43.147

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_40985324209074184",5.396148443222046,Received block blk_<*> of size <*> from <*>
Deleting block blk_-4368236874477798428 file /mnt/hadoop/dfs/data/current/subdir33/blk_-4368236874477798428,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-4368236874477798428 file /mnt/hadoop/dfs/data/current/subdir33/blk_-4368236874477798428

### Response:
<*> file <*>


### Input:
Deleting block blk_-43682368744777984",5.345795869827271,<*> file <*>
Deleting block blk_-4223625526513535681 file /mnt/hadoop/dfs/data/current/subdir60/blk_-4223625526513535681,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-4223625526513535681 file /mnt/hadoop/dfs/data/current/subdir60/blk_-4223625526513535681

### Response:
<*> file <*>

### Input:
Deleting block blk_-4223625526513535681",5.395829439163208,<*> file <*>
Deleting block blk_-6400421658804613208 file /mnt/hadoop/dfs/data/current/subdir29/blk_-6400421658804613208,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-6400421658804613208 file /mnt/hadoop/dfs/data/current/subdir29/blk_-6400421658804613208

### Response:
<*> file <*>


### Input:
Deleting block blk_-64004216588046132",5.355447769165039,<*> file <*>
Deleting block blk_-5880591395067598620 file /mnt/hadoop/dfs/data/current/subdir32/blk_-5880591395067598620,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-5880591395067598620 file /mnt/hadoop/dfs/data/current/subdir32/blk_-5880591395067598620

### Response:
<*> file <*>


### Input:
Deleting block blk_-58805913950675986",5.357985258102417,<*> file <*>
Deleting block blk_-7096508472270520039 file /mnt/hadoop/dfs/data/current/subdir20/blk_-7096508472270520039,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-7096508472270520039 file /mnt/hadoop/dfs/data/current/subdir20/blk_-7096508472270520039

### Response:
<*> file <*>


### Input:
Deleting block blk_-70965084722705200",5.316925048828125,<*> file <*>
Deleting block blk_-1939956833921604216 file /mnt/hadoop/dfs/data/current/subdir34/blk_-1939956833921604216,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1939956833921604216 file /mnt/hadoop/dfs/data/current/subdir34/blk_-1939956833921604216

### Response:
<*> file <*>


### Input:
Deleting block blk_-19399568339216042",5.347091197967529,<*> file <*>
Deleting block blk_-3860035787700398391 file /mnt/hadoop/dfs/data/current/subdir6/blk_-3860035787700398391,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-3860035787700398391 file /mnt/hadoop/dfs/data/current/subdir6/blk_-3860035787700398391

### Response:
<*> file <*>

### Input:
Deleting block blk_-3860035787700398391 file",5.33501935005188,<*> file <*>
Deleting block blk_-6008397446568765070 file /mnt/hadoop/dfs/data/current/blk_-6008397446568765070,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-6008397446568765070 file /mnt/hadoop/dfs/data/current/blk_-6008397446568765070

### Response:
<*> file <*>

### Input:
Deleting block blk_-6008397446568765070 file /mnt/",5.3667943477630615,<*> file <*>
Deleting block blk_-2425070029518924403 file /mnt/hadoop/dfs/data/current/subdir39/blk_-2425070029518924403,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-2425070029518924403 file /mnt/hadoop/dfs/data/current/subdir39/blk_-2425070029518924403

### Response:
<*> file <*>


### Input:
Deleting block blk_-24250700295189244",5.29910135269165,<*> file <*>
Deleting block blk_826351419727053015 file /mnt/hadoop/dfs/data/current/subdir6/blk_826351419727053015,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_826351419727053015 file /mnt/hadoop/dfs/data/current/subdir6/blk_826351419727053015

### Response:
<*> file <*>

### Input:
Deleting block blk_826351419727053015 file /mnt",5.336164951324463,<*> file <*>
Deleting block blk_-3437475890798229344 file /mnt/hadoop/dfs/data/current/subdir57/blk_-3437475890798229344,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-3437475890798229344 file /mnt/hadoop/dfs/data/current/subdir57/blk_-3437475890798229344

### Response:
<*> file <*>


### Input:
Deleting block blk_-34374758907982293",5.27134895324707,<*> file <*>
Deleting block blk_-1492402439215451727 file /mnt/hadoop/dfs/data/current/subdir25/blk_-1492402439215451727,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1492402439215451727 file /mnt/hadoop/dfs/data/current/subdir25/blk_-1492402439215451727

### Response:
<*> file <*>


### Input:
Deleting block blk_-14924024392154517",5.325685977935791,<*> file <*>
Deleting block blk_-4298255715894292387 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4298255715894292387,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-4298255715894292387 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4298255715894292387

### Response:
<*> file <*>

### Input:
Deleting block blk_-4298255715894292387",5.312995195388794,<*> file <*>
Deleting block blk_-4295805058711840933 file /mnt/hadoop/dfs/data/current/subdir0/blk_-4295805058711840933,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-4295805058711840933 file /mnt/hadoop/dfs/data/current/subdir0/blk_-4295805058711840933

### Response:
<*> file <*>

### Input:
Deleting block blk_-4295805058711840933 file",5.320770502090454,<*> file <*>
Deleting block blk_830855781964014378 file /mnt/hadoop/dfs/data/current/subdir48/blk_830855781964014378,Deleting block <*> file <*>,HDFS,New,"<*> Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir<*>/blk_<*>


### Input:
Deleting block blk_830855781964014378 file /mnt/hadoop/dfs/data/current/subdir48/blk_830855781964014378

### Response:
<*> Deleting block blk_",5.29354190826416,<*> Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir<*>/blk_<*>
Deleting block blk_8291708741145026623 file /mnt/hadoop/dfs/data/current/subdir57/blk_8291708741145026623,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_8291708741145026623 file /mnt/hadoop/dfs/data/current/subdir57/blk_8291708741145026623

### Response:
<*> file <*>


### Input:
Deleting block blk_82917087411450266",5.268412351608276,<*> file <*>
Deleting block blk_-921231092429668424 file /mnt/hadoop/dfs/data/current/subdir23/blk_-921231092429668424,Deleting block <*> file <*>,HDFS,New,"<*> deleting block <*> file <*>

### Input:
Deleting block blk_-921231092429668424 file /mnt/hadoop/dfs/data/current/subdir23/blk_-921231092429668424

### Response:
<*> deleting block <*> file <*>

### Input:
Deleting block blk_-92123109242",5.333691120147705,<*> deleting block <*> file <*>
Deleting block blk_-1581605246928123722 file /mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1581605246928123722 file /mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722

### Response:
<*> file <*>


### Input:
Deleting block blk_-15816052469281237",5.286744117736816,<*> file <*>
Deleting block blk_-2445347158368483245 file /mnt/hadoop/dfs/data/current/subdir30/blk_-2445347158368483245,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-2445347158368483245 file /mnt/hadoop/dfs/data/current/subdir30/blk_-2445347158368483245

### Response:
<*> file <*>


### Input:
Deleting block blk_-24453471583684832",5.346349477767944,<*> file <*>
Deleting block blk_-1897524391075610396 file /mnt/hadoop/dfs/data/current/subdir47/blk_-1897524391075610396,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1897524391075610396 file /mnt/hadoop/dfs/data/current/subdir47/blk_-1897524391075610396

### Response:
<*> file <*>


### Input:
Deleting block blk_-18975243910756103",5.292906761169434,<*> file <*>
Deleting block blk_-8588908000680498 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498,Deleting block <*> file <*>,HDFS,New,"<*> deleting block <*> file <*>

### Input:
Deleting block blk_-8588908000680498 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498

### Response:
<*> deleting block <*> file <*>

### Input:
Deleting block blk_-858890800068049",5.338061094284058,<*> deleting block <*> file <*>
Deleting block blk_561417755647618727 file /mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727,Deleting block <*> file <*>,HDFS,New,"<*> Deleting block <*> file <*>

### Input:
Deleting block blk_561417755647618727 file /mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727

### Response:
<*> Deleting block <*> file <*>

### Input:
Deleting block blk_5614177556",5.292150735855103,<*> Deleting block <*> file <*>
Deleting block blk_-6127741703501838658 file /mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-6127741703501838658 file /mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658

### Response:
<*> file <*>


### Input:
Deleting block blk_-61277417035018386",5.28551459312439,<*> file <*>
Deleting block blk_-3636681193077858741 file /mnt/hadoop/dfs/data/current/subdir37/blk_-3636681193077858741,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-3636681193077858741 file /mnt/hadoop/dfs/data/current/subdir37/blk_-3636681193077858741

### Response:
<*> file <*>


### Input:
Deleting block blk_-36366811930778587",5.244393587112427,<*> file <*>
Deleting block blk_-643763844763678010 file /mnt/hadoop/dfs/data/current/subdir29/blk_-643763844763678010,Deleting block <*> file <*>,HDFS,New,"<*> deleting block <*> file <*>


### Input:
Deleting block blk_-643763844763678010 file /mnt/hadoop/dfs/data/current/subdir29/blk_-643763844763678010

### Response:
<*> deleting block <*> file <*>


### Input:
Deleting block blk_-643763844",5.2876691818237305,<*> deleting block <*> file <*>
Deleting block blk_-2826763604408365998 file /mnt/hadoop/dfs/data/current/subdir40/blk_-2826763604408365998,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-2826763604408365998 file /mnt/hadoop/dfs/data/current/subdir40/blk_-2826763604408365998

### Response:
<*> file <*>


### Input:
Deleting block blk_-28267636044083659",5.264307737350464,<*> file <*>
Deleting block blk_2278708746675870163 file /mnt/hadoop/dfs/data/current/subdir27/blk_2278708746675870163,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_2278708746675870163 file /mnt/hadoop/dfs/data/current/subdir27/blk_2278708746675870163

### Response:
<*> file <*>

### Input:
Deleting block blk_2278708746675870163",5.298523426055908,<*> file <*>
Deleting block blk_153508158653341141 file /mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141,Deleting block <*> file <*>,HDFS,New,"<*> Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir<*>/blk_<*>


### Input:
Deleting block blk_153508158653341141 file /mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141

### Response:
<*> Deleting block blk_",5.286760330200195,<*> Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir<*>/blk_<*>
Deleting block blk_-1775264355226395799 file /mnt/hadoop/dfs/data/current/subdir26/blk_-1775264355226395799,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1775264355226395799 file /mnt/hadoop/dfs/data/current/subdir26/blk_-1775264355226395799

### Response:
<*> file <*>


### Input:
Deleting block blk_-17752643552263957",5.297946453094482,<*> file <*>
Deleting block blk_-1599621098605751235 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-1599621098605751235 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235

### Response:
<*> file <*>

### Input:
Deleting block blk_-1599621098605751235",5.298983812332153,<*> file <*>
Deleting block blk_-1111344660779690782 file /mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-1111344660779690782 file /mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782

### Response:
<*> file <*>

### Input:
Deleting block blk_-1111344660779690782",5.307454586029053,<*> file <*>
Deleting block blk_3585588704565901062 file /mnt/hadoop/dfs/data/current/subdir15/blk_3585588704565901062,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_3585588704565901062 file /mnt/hadoop/dfs/data/current/subdir15/blk_3585588704565901062

### Response:
<*> file <*>

### Input:
Deleting block blk_3585588704565901062",5.331767559051514,<*> file <*>
Deleting block blk_2756799797410851893 file /mnt/hadoop/dfs/data/current/subdir24/blk_2756799797410851893,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_2756799797410851893 file /mnt/hadoop/dfs/data/current/subdir24/blk_2756799797410851893

### Response:
<*> file <*>

### Input:
Deleting block blk_2756799797410851893",5.27561354637146,<*> file <*>
Deleting block blk_7323287581932922676 file /mnt/hadoop/dfs/data/current/subdir12/blk_7323287581932922676,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7323287581932922676 file /mnt/hadoop/dfs/data/current/subdir12/blk_7323287581932922676

### Response:
<*> file <*>

### Input:
Deleting block blk_7323287581932922676",5.285291433334351,<*> file <*>
Received block blk_-4935573595350235765 of size 67108864 from /10.251.123.195,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-4935573595350235765 of size 67108864 from /10.251.123.195

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-4935573595350235",5.262823581695557,Received block blk_-<*> of size <*> from <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-00097. blk_496376132244907301,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-00097. blk_<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000097_",5.3393635749816895,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-00097. blk_<*>
Deleting block blk_2731617036199392057 file /mnt/hadoop/dfs/data/current/subdir39/blk_2731617036199392057,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_2731617036199392057 file /mnt/hadoop/dfs/data/current/subdir39/blk_2731617036199392057

### Response:
<*> file <*>


### Input:
Deleting block blk_27316170361993920",5.2731640338897705,<*> file <*>
Deleting block blk_7190156588310412626 file /mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7190156588310412626 file /mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626

### Response:
<*> file <*>

### Input:
Deleting block blk_7190156588310412626",5.256353139877319,<*> file <*>
Deleting block blk_8189008752707332487 file /mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_8189008752707332487 file /mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487

### Response:
<*> file <*>


### Input:
Deleting block blk_818900875270733248",5.250002384185791,<*> file <*>
Deleting block blk_6828263829429857572 file /mnt/hadoop/dfs/data/current/subdir26/blk_6828263829429857572,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_6828263829429857572 file /mnt/hadoop/dfs/data/current/subdir26/blk_6828263829429857572

### Response:
<*> file <*>

### Input:
Deleting block blk_6828263829429857572",5.262959957122803,<*> file <*>
Deleting block blk_8492196963764530259 file /mnt/hadoop/dfs/data/current/subdir45/blk_8492196963764530259,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_8492196963764530259 file /mnt/hadoop/dfs/data/current/subdir45/blk_8492196963764530259

### Response:
<*> file <*>

### Input:
Deleting block blk_8492196963764530259",5.255791425704956,<*> file <*>
Deleting block blk_7942183449206967755 file /mnt/hadoop/dfs/data/current/subdir30/blk_7942183449206967755,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7942183449206967755 file /mnt/hadoop/dfs/data/current/subdir30/blk_7942183449206967755

### Response:
<*> file <*>

### Input:
Deleting block blk_7942183449206967755",5.263120889663696,<*> file <*>
Deleting block blk_6223504502438507199 file /mnt/hadoop/dfs/data/current/subdir0/blk_6223504502438507199,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_6223504502438507199 file /mnt/hadoop/dfs/data/current/subdir0/blk_6223504502438507199

### Response:
<*> file <*>

### Input:
Deleting block blk_6223504502438507199 file",5.286679029464722,<*> file <*>
Deleting block blk_7519257846502835091 file /mnt/hadoop/dfs/data/current/subdir15/blk_7519257846502835091,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7519257846502835091 file /mnt/hadoop/dfs/data/current/subdir15/blk_7519257846502835091

### Response:
<*> file <*>

### Input:
Deleting block blk_7519257846502835091",5.274934530258179,<*> file <*>
Deleting block blk_5272005015837990021 file /mnt/hadoop/dfs/data/current/subdir0/blk_5272005015837990021,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_5272005015837990021 file /mnt/hadoop/dfs/data/current/subdir0/blk_5272005015837990021

### Response:
<*> file <*>

### Input:
Deleting block blk_5272005015837990021 file",5.2928855419158936,<*> file <*>
Deleting block blk_7090935285617451450 file /mnt/hadoop/dfs/data/current/subdir60/blk_7090935285617451450,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_7090935285617451450 file /mnt/hadoop/dfs/data/current/subdir60/blk_7090935285617451450

### Response:
<*> file <*>


### Input:
Deleting block blk_70909352856174514",5.2756507396698,<*> file <*>
Deleting block blk_8145984793403459836 file /mnt/hadoop/dfs/data/current/blk_8145984793403459836,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_8145984793403459836 file /mnt/hadoop/dfs/data/current/blk_8145984793403459836

### Response:
<*> file <*>

### Input:
Deleting block blk_8145984793403459836 file /mnt/",5.304371118545532,<*> file <*>
Deleting block blk_7603278760520020831 file /mnt/hadoop/dfs/data/current/subdir59/blk_7603278760520020831,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7603278760520020831 file /mnt/hadoop/dfs/data/current/subdir59/blk_7603278760520020831

### Response:
<*> file <*>

### Input:
Deleting block blk_7603278760520020831",5.272324085235596,<*> file <*>
Deleting block blk_9169945668827621796 file /mnt/hadoop/dfs/data/current/subdir50/blk_9169945668827621796,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_9169945668827621796 file /mnt/hadoop/dfs/data/current/subdir50/blk_9169945668827621796

### Response:
<*> file <*>


### Input:
Deleting block blk_91699456688276217",5.271852254867554,<*> file <*>
Received block blk_-5668584889663038916 of size 67108864 from /10.250.9.207,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5668584889663038916 of size 67108864 from /10.250.9.207

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-566858488966303891",5.277318954467773,Received block blk_-<*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.147:50010 is added to blk_5277338321835341602 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.147:50010 is added to blk_5277338321835341602 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.291925668716431,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
Deleting block blk_6973321719929905054 file /mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_6973321719929905054 file /mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054

### Response:
<*> file <*>

### Input:
Deleting block blk_6973321719929905054",5.289730072021484,<*> file <*>
