Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Spark_2,Inference_time_2,Unseen_Mistral_ZS_Spark_2_TempOnly
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver",5.206363201,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver",5.19984889,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver",5.170177698,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 16.0 (TID 643),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 16.0 (TID 643)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 16.0 (TID 643)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.208592176,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 16.0 (TID 657),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 16.0 (TID 657)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 16.0 (TID 657)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.176586866,Running task <*> in stage <*> (TID <*>).
Running task 2.0 in stage 16.0 (TID 671),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 16.0 (TID 671)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 16.0 (TID 671)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.180804968,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 16.0 (TID 678),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 16.0 (TID 678)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 16.0 (TID 678)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.175888777,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 16.0 (TID 679),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 16.0 (TID 679)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 16.0 (TID 679)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 16.0 (T",5.244945288,<*> in stage <*> (TID <*>
Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver",5.214258671,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver",5.231321812,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver",5.196521282,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver",5.184857607,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver",5.23999691,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 17.0 (TID 692),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 17.0 (TID 692)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 17.0 (TID 692)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.222284079,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 17.0 (TID 706),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>).

### Input:
Running task 1.0 in stage 17.0 (TID 706)

### Response:
<*> in stage <*> (TID <*>).

### Input:
Running task 1.0 in stage 17.0 (TID 706)

### Response:
<*> in stage <*> (TID <*>).

### Input:
Running task 1.0 in stage 17.",5.216812611,<*> in stage <*> (TID <*>).
Running task 2.0 in stage 17.0 (TID 716),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 17.0 (TID 716)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 17.0 (TID 716)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.188929319,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 17.0 (TID 718),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 17.0 (TID 718)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 17.0 (TID 718)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 17.0 (T",5.214785337,<*> in stage <*> (TID <*>
Running task 4.0 in stage 17.0 (TID 719),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 17.0 (TID 719)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 17.0 (TID 719)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 17.0 (T",5.208526134,<*> in stage <*> (TID <*>
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver",5.189242601,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver",5.209757566,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver",5.220132589,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver",5.189277887,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver",5.170370817,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 18.0 (TID 722),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 18.0 (TID 722)

### Response:
<*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 18.0 (TID 722)

### Response:
<*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage",5.221850157,<*> in stage <*> (TID <*>).
Running task 1.0 in stage 18.0 (TID 736),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 18.0 (TID 736)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 18.0 (TID 736)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 18.0 (T",5.175271273,<*> in stage <*> (TID <*>
Running task 2.0 in stage 18.0 (TID 750),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 18.0 (TID 750)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 18.0 (TID 750)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.20822072,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 18.0 (TID 758),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 18.0 (TID 758)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 18.0 (TID 758)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 18.0 (T",5.172855616,<*> in stage <*> (TID <*>
Running task 4.0 in stage 18.0 (TID 759),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 18.0 (TID 759)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 18.0 (TID 759)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 18.0 (T",5.190470457,<*> in stage <*> (TID <*>
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver",5.191694498,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver",5.193263769,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver",5.17861104,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver",5.196920156,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver",5.165617704,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 19.0 (TID 762),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 19.0 (TID 762)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 19.0 (TID 762)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.171840191,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 19.0 (TID 776),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>).

### Input:
Running task 1.0 in stage 19.0 (TID 776)

### Response:
<*> in stage <*> (TID <*>).

### Input:
Running task 1.0 in stage 19.0 (TID 776)

### Response:
<*> in stage <*> (TID <*>).

### Input:
Running task 1.0 in stage 19.",5.197691917,<*> in stage <*> (TID <*>).
Running task 2.0 in stage 19.0 (TID 789),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 19.0 (TID 789)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 19.0 (TID 789)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.184317827,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 19.0 (TID 798),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 19.0 (TID 798)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 19.0 (TID 798)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 3.0 in stage 19.0 (T",5.195601225,<*> in stage <*> (TID <*>
Running task 4.0 in stage 19.0 (TID 799),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 19.0 (TID 799)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 19.0 (TID 799)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 19.0 (T",5.178622007,<*> in stage <*> (TID <*>
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver",5.216757298,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver",5.17641139,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver",5.201141357,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver",5.15161705,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 19.0 (TID 789). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 19.0 (TID 789). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 19.0 (TID 789). 2667 bytes result sent to driver",5.208313704,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 20.0 (TID 807),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 20.0 (TID 807)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 20.0 (TID 807)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.163389206,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 20.0 (TID 821),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 20.0 (TID 821)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 20.0 (TID 821)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.188200951,Running task <*> in stage <*> (TID <*>).
Running task 2.0 in stage 20.0 (TID 833),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 20.0 (TID 833)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 20.0 (TID 833)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.162339449,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 20.0 (TID 838),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 20.0 (TID 838)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 20.0 (TID 838)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.198180676,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 20.0 (TID 839),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 20.0 (TID 839)

### Response:
<*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 20.0 (TID 839)

### Response:
<*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage",5.207214832,<*> in stage <*> (TID <*>).
Finished task 4.0 in stage 20.0 (TID 839). 2076 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 20.0 (TID 839). 2076 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 20.0 (TID 839). 2076 bytes result sent to driver",5.173875332,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 20.0 (TID 838). 2076 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 20.0 (TID 838). 2076 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 20.0 (TID 838). 2076 bytes result sent to driver",5.206566572,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 20.0 (TID 807). 2076 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 20.0 (TID 807). 2076 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 20.0 (TID 807). 2076 bytes result sent to driver",5.172890186,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 20.0 (TID 821). 2076 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 20.0 (TID 821). 2076 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 20.0 (TID 821). 2076 bytes result sent to driver",5.194184065,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 20.0 (TID 833). 2076 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 20.0 (TID 833). 2076 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 20.0 (TID 833). 2076 bytes result sent to driver",5.149933815,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 21.0 (TID 853),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 21.0 (TID 853)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 21.0 (TID 853)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.195284605,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 21.0 (TID 867),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 21.0 (TID 867)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 21.0 (TID 867)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.187732935,Running task <*> in stage <*> (TID <*>).
Running task 2.0 in stage 21.0 (TID 877),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 21.0 (TID 877)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 21.0 (TID 877)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.17980504,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 21.0 (TID 878),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 21.0 (TID 878)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 21.0 (TID 878)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task",5.194553852,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 21.0 (TID 879),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 21.0 (TID 879)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 21.0 (TID 879)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 21.0 (T",5.195935249,<*> in stage <*> (TID <*>
