Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HDFS_4,Inference_time_4,New_Mistral_ZS_HDFS_4_TempOnly
Deleting block blk_7754477838724397551 file /mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7754477838724397551 file /mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551

### Response:
<*> file <*>

### Input:
Deleting block blk_7754477838724397551",5.331236600875855,<*> file <*>
PacketResponder 0 for block blk_-3452734573703603740 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_-3452734573703603740 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_-3452734573703603740 terminating

### Response:
PacketResponder <*> for block",5.293637752532959,PacketResponder <*> for block <*> terminating
Received block blk_-4034227974316905164 of size 67108864 from /10.250.15.198,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-4034227974316905164 of size 67108864 from /10.250.15.198

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-40342279743169051",5.312160968780518,Received block blk_-<*> of size <*> from <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346. blk_-2016403519138424998,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346. blk_-2016403519138424",5.285253047943115,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>
Receiving block blk_2972699288862031202 src: /10.250.5.161:51077 dest: /10.250.5.161:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_2972699288862031202 src: /10.250.5.161:51077 dest: /10.250.5.161:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_29726",5.299579620361328,<*> src: <*> dest: <*>
Receiving block blk_-4956232013010963754 src: /10.251.126.22:58984 dest: /10.251.126.22:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-4956232013010963754 src: /10.251.126.22:58984 dest: /10.251.126.22:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-49562",5.275769233703613,<*> src: <*> dest: <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to blk_8894334107354324777 size 3549832,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to blk_8894334107354324777 size 3549832

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.315937042236328,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
PacketResponder 2 for block blk_-6035642070260562886 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-6035642070260562886 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-6035642070260562886 terminating

### Response:
PacketResponder <*> for block",5.3052978515625,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_4802366409699286298 size 3547304,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_4802366409699286298 size 3547304

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.293188571929932,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
Receiving block blk_-1753161039594546561 src: /10.251.203.149:33685 dest: /10.251.203.149:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-1753161039594546561 src: /10.251.203.149:33685 dest: /10.251.203.149:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-1",5.279745578765869,<*> src: <*> dest: <*>
PacketResponder 2 for block blk_859668537217019080 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_859668537217019080 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_859668537217019080 terminating

### Response:
PacketResponder <*> for block <*>",5.266915559768677,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000121_0/part-00121. blk_-2073265102548439691,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000121_0/part-00121. blk_-2073265102548439",5.34650182723999,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>
Received block blk_3083630442630693250 of size 67108864 from /10.251.215.70,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_3083630442630693250 of size 67108864 from /10.251.215.70

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_30836304426306932",5.3378448486328125,Received block blk_<*> of size <*> from <*>
PacketResponder 1 for block blk_-4624597753370705281 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-4624597753370705281 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-4624597753370705281 terminating

### Response:
PacketResponder <*> for block",5.305943012237549,PacketResponder <*> for block <*> terminating
Received block blk_-5236578579938215340 of size 67108864 from /10.250.7.244,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5236578579938215340 of size 67108864 from /10.250.7.244

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-523657857993821534",5.280953407287598,Received block blk_-<*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-6592952246351162022 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-6592952246351162022 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.263098001480103,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_-3329473910909732817 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_-3329473910909732817 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.286730051040649,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
Deleting block blk_-1347057913082589493 file /mnt/hadoop/dfs/data/current/subdir56/blk_-1347057913082589493,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1347057913082589493 file /mnt/hadoop/dfs/data/current/subdir56/blk_-1347057913082589493

### Response:
<*> file <*>


### Input:
Deleting block blk_-13470579130825894",5.3319923877716064,<*> file <*>
Receiving block blk_-8198423074054354279 src: /10.251.203.149:46429 dest: /10.251.203.149:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-8198423074054354279 src: /10.251.203.149:46429 dest: /10.251.203.149:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-819",5.304124116897583,<*> src: <*> dest: <*>
PacketResponder 0 for block blk_391813102554451063 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_391813102554451063 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_391813102554451063 terminating

### Response:
PacketResponder <*> for block <*>",5.298676729202271,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-6449891932967810179 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-6449891932967810179 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.240969896316528,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
Receiving block blk_-8563999607069929505 src: /10.251.107.19:60076 dest: /10.251.107.19:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-8563999607069929505 src: /10.251.107.19:60076 dest: /10.251.107.19:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-856",5.214077472686768,<*> src: <*> dest: <*>
Deleting block blk_-4304240611296196935 file /mnt/hadoop/dfs/data/current/subdir55/blk_-4304240611296196935,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-4304240611296196935 file /mnt/hadoop/dfs/data/current/subdir55/blk_-4304240611296196935

### Response:
<*> file <*>


### Input:
Deleting block blk_-43042406112961969",5.2463555335998535,<*> file <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_-3663004104512304532 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_-3663004104512304532 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.274150371551514,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000749_0/part-00749. blk_-6909607053783233975,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000749_0/part-00749. blk_-6909607053783233",5.25306248664856,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>
Received block blk_-2141627858612526069 of size 67108864 from /10.251.111.37,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-2141627858612526069 of size 67108864 from /10.251.111.37

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-21416278586125260",5.2479352951049805,Received block blk_-<*> of size <*> from <*>
Receiving block blk_5272731391668336674 src: /10.250.6.191:46509 dest: /10.250.6.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_5272731391668336674 src: /10.250.6.191:46509 dest: /10.250.6.191:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_52727",5.3099024295806885,<*> src: <*> dest: <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_5491101910066444061 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_5491101910066444061 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.292005300521851,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
Deleting block blk_5075966182561035053 file /mnt/hadoop/dfs/data/current/subdir53/blk_5075966182561035053,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_5075966182561035053 file /mnt/hadoop/dfs/data/current/subdir53/blk_5075966182561035053

### Response:
<*> file <*>

### Input:
Deleting block blk_5075966182561035053",5.305221080780029,<*> file <*>
Received block blk_-5421365489363678155 of size 67108864 from /10.251.122.38,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5421365489363678155 of size 67108864 from /10.251.122.38

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-54213654893636781",5.201144218444824,Received block blk_-<*> of size <*> from <*>
Received block blk_2294700909811950327 of size 67108864 from /10.251.90.64,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_2294700909811950327 of size 67108864 from /10.251.90.64

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_229470090981195032",5.205356359481812,Received block blk_<*> of size <*> from <*>
Received block blk_7224257732880626802 of size 67108864 from /10.251.122.79,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_7224257732880626802 of size 67108864 from /10.251.122.79

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_72242577328806268",5.218549489974976,Received block blk_<*> of size <*> from <*>
Received block blk_-8049908920306758342 of size 67108864 from /10.251.73.220,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-8049908920306758342 of size 67108864 from /10.251.73.220

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-80499089203067583",5.192891597747803,Received block blk_-<*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6582383997201802925 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6582383997201802925 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.213435888290405,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
Received block blk_6746178639682808096 of size 67108864 from /10.251.125.174,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_6746178639682808096 of size 67108864 from /10.251.125.174

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_6746178639682808",5.192178010940552,Received block blk_<*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.214:50010 is added to blk_-5363213609331400263 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.214:50010 is added to blk_-5363213609331400263 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.300974607467651,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
Received block blk_-5586529360624346565 of size 67108864 from /10.251.43.115,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5586529360624346565 of size 67108864 from /10.251.43.115

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-55865293606243465",5.189206838607788,Received block blk_-<*> of size <*> from <*>
Received block blk_2063252936853409868 of size 67108864 from /10.251.43.192,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_2063252936853409868 of size 67108864 from /10.251.43.192

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_20632529368534098",5.19897985458374,Received block blk_<*> of size <*> from <*>
Receiving block blk_8752665860595246441 src: /10.251.70.5:44006 dest: /10.251.70.5:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_8752665860595246441 src: /10.251.70.5:44006 dest: /10.251.70.5:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_8752665",5.262209177017212,<*> src: <*> dest: <*>
PacketResponder 2 for block blk_2974262690755997396 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_2974262690755997396 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_2974262690755997396 terminating

### Response:
PacketResponder <*> for block",5.26970648765564,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-7030770677241078854 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-7030770677241078854 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.225631713867188,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
PacketResponder 1 for block blk_3318864983801406136 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_3318864983801406136 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_3318864983801406136 terminating

### Response:
PacketResponder <*> for block",5.2662904262542725,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001197_0/part-01197. blk_-5255262711039499896,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001197_0/part-01197. blk_-5255262711039499",5.211467742919922,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>
Receiving block blk_-3612946656596896413 src: /10.251.105.189:48488 dest: /10.251.105.189:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-3612946656596896413 src: /10.251.105.189:48488 dest: /10.251.105.189:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-361",5.234737873077393,<*> src: <*> dest: <*>
Received block blk_8751697793900992450 of size 67108864 from /10.251.71.16,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_8751697793900992450 of size 67108864 from /10.251.71.16

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_875169779390099245",5.28884482383728,Received block blk_<*> of size <*> from <*>
Receiving block blk_5816171803790152026 src: /10.251.194.102:43940 dest: /10.251.194.102:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_5816171803790152026 src: /10.251.194.102:43940 dest: /10.251.194.102:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_581",5.253067493438721,<*> src: <*> dest: <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to blk_-6068587951382721748 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to blk_-6068587951382721748 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.217262029647827,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001353_0/part-01353. blk_5782729236964719738,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001353_0/part-01353. blk_5782729236964719",5.238386631011963,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>
Received block blk_-2856928563366064757 of size 67108864 from /10.251.42.9,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-2856928563366064757 of size 67108864 from /10.251.42.9

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-2856928563366064757",5.239964246749878,Received block blk_-<*> of size <*> from <*>
PacketResponder 2 for block blk_8348114876238571434 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_8348114876238571434 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_8348114876238571434 terminating

### Response:
PacketResponder <*> for block",5.249849081039429,PacketResponder <*> for block <*> terminating
Receiving block blk_1744485040428751334 src: /10.250.5.237:52234 dest: /10.250.5.237:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_1744485040428751334 src: /10.250.5.237:52234 dest: /10.250.5.237:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_1744485",5.2729692459106445,<*> src: <*> dest: <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_-7592643790414500555,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_-7592643790414500",5.216526508331299,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>
Received block blk_-5960135894031733009 of size 67108864 from /10.251.126.83,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5960135894031733009 of size 67108864 from /10.251.126.83

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-59601358940317330",5.304476261138916,Received block blk_-<*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.204153299331665,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_939695665085237271 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_939695665085237271 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.246323823928833,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809839,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809",5.296951770782471,BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>
Receiving block blk_1394107495884949139 src: /10.250.10.100:33314 dest: /10.250.10.100:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_1394107495884949139 src: /10.250.10.100:33314 dest: /10.250.10.100:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_13941",5.274976015090942,<*> src: <*> dest: <*>
PacketResponder 1 for block blk_-1751996688557225241 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1751996688557225241 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1751996688557225241 terminating

### Response:
PacketResponder <*> for block",5.221313953399658,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-3990317238913332296 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-3990317238913332296 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.190988540649414,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>
PacketResponder 0 for block blk_7837529475466774167 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_7837529475466774167 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_7837529475466774167 terminating

### Response:
PacketResponder <*> for block",5.27554178237915,PacketResponder <*> for block <*> terminating
