Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_4,Inference_time_4
Received block blk_1646909113279517647 of size 67108864 from /10.251.214.130,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (<*>)
",3.4549810886383057
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_-8145226289286457574 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.111128807067871
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_5809900021002850724 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0708262920379639
Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*,5.11309552192688
Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-7486746679002157277 src: <*>:<*>, dest: <*>:<*>

### Example 3:
Log message: [2020-01-20T17:36:03.000Z] 127.0.0.1 - - [20/Jan/2020:17:36:03 +0000] ""GET / HTTP/1.1"" 200 123 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko",5.110626459121704
Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"blk_-8876879715755468215, src: <*>, dest: <*>

### Input:
Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010

### Response:
blk_-8876879715755468215, src: /10.251.111.80:<*>, dest: /10.251.111.80:<*>

### Input:
Receiving block blk_-8876879715755468215 src: /10.",5.11036491394043
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_<*>
",1.7757737636566162
Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"blk_591323161994959677, src: <*>, dest: <*>
",0.8979883193969727
PacketResponder 1 for block blk_-5828360070550196756 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5828360070550196756 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5828360070550196756 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5828360070550196756 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:",4.972934246063232
PacketResponder 2 for block blk_-7683667795522321323 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block blk_<*> terminating

### Input:
Error = 0, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Error = 0, LOGIN chdir(<*>) failed",5.085266828536987
Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.6972951889038086
Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.196:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<> src: <*>:<*>, dest: <*>:<*>",0.8170669078826904
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*> is added to blk_<*> size <*>
",1.152118444442749
Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
",0.9772496223449707
Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.6887681484222412
Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.0230867862701416
Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>,0.9462265968322754
Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block <*> src: <*> dest: <*>


### Input:
Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010

### Response:
Extracted template: Receiving block <*> src: <*> dest: <*>


### Input:
Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010

### Response:",5.104088068008423
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0583627223968506
PacketResponder 1 for block blk_-8745453424063341007 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_-<*> terminating
",0.5656819343566895
Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<*> of size <*>

### Input:
Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188

### Response:
Extracted template: Received block blk_<*> of size <*>

### Input:
Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188

### Response:
Extracted template: Received block blk_<*> of size <*>

### Input:
Received block blk_-2117066166574895060 of",5.034357309341431
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.064161777496338
PacketResponder 1 for block blk_6017354285686373326 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating
",0.4892721176147461
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.1677296161651611
Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.6072244644165039
PacketResponder 2 for block blk_-5321676321043683563 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Explanation:
The input log message has two variable elements, the first one is the integer '2' in the first line, the second one is the integer '-5321676321043683563' in the last line. The integer '2' is the placeholder for the first variable element, the integer '-5321676321043683563' is the placeholder for the second variable element. The template is constructed by replacing the two variable elements with their placeholders.

### Input:
PacketResponder 2 for block blk_-5321676321043683563",5.0296950340271
PacketResponder 1 for block blk_-357695136519539363 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_357695136519539363 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 3 for block blk_357695136519539363 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 4 for block blk_357695136519539363 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 5 for block blk_357695136519539363 terminating

### Response:",5.03249192237854
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.1593875885009766
PacketResponder 1 for block blk_1279439901767890758 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating
",0.44320178031921387
Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_8942969309743886844 src: <*>:<*>, dest: <*>:<*>
",1.10469388961792
Received block blk_469871968689793326 of size 67108864 from /10.251.30.179,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.6049370765686035
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_<>,1.7369043827056885
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.1820485591888428
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.1036992073059082
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.118884563446045
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372

### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372

### Response:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024",5.053955554962158
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:500",5.013616323471069
Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<> of size <*> from <*>

### Output:
Extracted template: Received block blk_<> of size <*> from <*>",1.4428997039794922
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:500",5.099626064300537
Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,blk_6868050965297613251 src: <*> dest: <*>,0.7279758453369141
Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block <*> src: <*> dest: <*>
",0.7252178192138672
Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_9146254623576405494 src: /<*>:<*>, dest: /<*>:<*>",1.2191362380981445
Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<*> of size <*> from <*>,0.6819663047790527
Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>",0.8070731163024902
PacketResponder 2 for block blk_6514181997629420906 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block <*> terminating

### Input:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Response:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Input:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Response:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Input:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Response:
PacketResponder 2 for block blk_",5.086665630340576
Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-4434479572312007079 src: <*>:<*>, dest: <*>:<*>",1.0744402408599854
PacketResponder 1 for block blk_-3339018122410311668 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_-3339018122410311668 terminating

### Input:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Response:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Input:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Response:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Input:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Response:",5.006628513336182
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>.<*>:<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.,5.050319194793701
PacketResponder 2 for block blk_-1680563440028826904 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_-<*>

### Explanation:
The variable element in the input log message is ""PacketResponder 2"" and ""blk_-1680563440028826904"". This is a message from the PacketResponder process. The log message indicates that the PacketResponder process with the identifier ""2"" is terminating. The process identifier is variable, so it is replaced with the placeholder ""<*>"".

### Input:
Error = 0, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST",5.029446125030518
Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.6040616035461426
Verification succeeded for blk_1649162819905816843,Verification succeeded for <*>,HDFS,New,Verification succeeded for blk_<*>,0.35454797744750977
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_<*>,1.7067553997039795
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.1049907207489014
Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block <*> src: <*> dest: <*>

### Input:
Block blk_-3673133694834392576 from 10.251.109.209:49088 received, size 1048576

### Response:
Extracted template: Block <*> from <*>:<*> received, size <*>

### Input:
Block blk_-3673133694834392576 from 10.251.109.209:49088 received, size 1048576

### Response:
Extracted template: Block <*> from <*>:<*> received, size <*>

### Input:",5.103136301040649
Received block blk_48742413802609430 of size 67108864 from /10.251.106.10,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
",3.758354663848877
Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.688340425491333
Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213,Received block <*> of size <*> from <*>,HDFS,New,"blk_-227411387418683230

### Explanation:
The template is blk_-227411387418683230. The variable element is the block number.",1.4398186206817627
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.2342233657836914
Received block blk_692184983396207285 of size 67108864 from /10.250.6.214,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<*> of size <*> from <*>,0.6922686100006104
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>


### Input:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (",5.078303098678589
Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<> of size <*> from <*>
",0.7421157360076904
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:",5.039746522903442
Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"blk_5641239200978828454, src: <*>, dest: <*>",0.8078265190124512
Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<> src: <*>:<*>, dest: <*>:<*>
",1.0358116626739502
Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block <*> src: <*> dest: <*>

### Output:
Extracted template: Receiving block <*> src: <*> dest: <*>",1.4523112773895264
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>
",0.6878597736358643
Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>

### Input:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Extract",4.969712734222412
PacketResponder 1 for block blk_-1490623381339215624 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block <*> terminating
",0.47769761085510254
Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-2192382893903170466 src: /<*>:<*>, dest: /<*>:<*>
",1.2594811916351318
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
[ERROR] 2019/09/24 14:54:23 [client] 10.10.34.20:56374#0: [client] 10.10.34.20:56374#0: [client] 10.10.34.20:56374#0: [client] 10.10.34.20:56374#0: [client] 10.10.34.20",5.029823064804077
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0424251556396484
Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
",3.7415409088134766
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>.<*>:<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.<*>.,5.1405112743377686
Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>

### Input:
Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147

### Response:
Extracted template: Received block <*> of size <*> from <*>",2.499162435531616
Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from /<*>

### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Example 1:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse",5.016921520233154
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.0911478996276855
Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<*> of size <*> from <*>,0.7090458869934082
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.1604104042053223
PacketResponder 2 for block blk_7345322407792942877 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block <*> terminating
",0.48903393745422363
PacketResponder 1 for block blk_-8939321760994370713 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating
",0.6123166084289551
