Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_2,Inference_time_2,New_LLAMA_2S_HDFS_2_TempOnly
Receiving block blk_-8227485321105019293 src: /10.251.195.33:56999 dest: /10.251.195.33:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-8227485321105019293 src: <*>:<*>, dest: <*>:<*>
",1.3216521739959717,"Receiving block blk_-8227485321105019293 src: <*>:<*>, dest: <*>:<*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>
",0.8711140155792236,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>
"
PacketResponder 2 for block blk_2917692073041583988 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_2917692073041583988 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_2917692073041583988 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_2917692073041583988 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_2917692073041583988 terminating",5.593464612960815,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-8558845834445970595 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
",1.333235740661621,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>
"
Received block blk_3852281952649038166 of size 67108864 from /10.251.122.65,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.7754511833190918,Extracted template: Received block <*> of size <*> from <*>
PacketResponder 2 for block blk_-5442040196315589272 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-5442040196315589272 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-5442040196315589272 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-5442040196315589272 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:",5.583267688751221,Extracted template: PacketResponder <*> for block <*> terminating
Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.868607759475708,Extracted template: Receiving block <*> src: <*> dest: <*>
PacketResponder 0 for block blk_755689327380778318 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_755689327380778318 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_755689327380778318 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_755689327380778318 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_755689327",5.596095323562622,PacketResponder <*> for block blk_<*> terminating
Received block blk_-8847552694913526632 of size 67108864 from /10.251.201.204,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>

### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Example 1:
Log message: 2022/07/05 11:45:10.000 [info] 192.168.0.1:56789 [client] received connection from client
Extracted template: <*>: <*> [client] received connection from client

### Example 2:
Log message: 2022/07/",5.589621305465698,Extracted template: Received block <*> of size <*> from <*>
Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>

### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Example 1:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.c",5.637896537780762,Extracted template: Received block <*> of size <*> from <*>
Received block blk_-3677956642639780952 of size 67108864 from /10.251.123.20,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
",4.242251634597778,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3073404534069578592 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3158979415893557,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
Received block blk_1498192967843651378 of size 67108864 from /10.251.42.84,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<*> of size <*> from <*>,0.8547317981719971,Extracted template: Received block blk_<*> of size <*> from <*>
Receiving block blk_148513789886825227 src: /10.251.123.33:54308 dest: /10.251.123.33:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.1969833374023438,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
Receiving block blk_7229716389774599497 src: /10.251.201.204:38310 dest: /10.251.201.204:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.8676884174346924,Extracted template: Receiving block <*> src: <*> dest: <*>
PacketResponder 0 for block blk_4741107979793372752 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block <*> terminating

### Input:
Error = 0, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Error = 0, LOGIN chdir(<*>) failed: No",5.58470892906189,PacketResponder 0 for block <*> terminating
Receiving block blk_691517018986659607 src: /10.251.195.70:59379 dest: /10.251.195.70:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"blk_691517018986659607, src: <*>, dest: <*>
",1.0022037029266355,"blk_691517018986659607, src: <*>, dest: <*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6002109944224710483 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2586684226989746,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_5095897972833086609 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2705228328704834,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 1 for block blk_-3802183646922512795 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating

### Explanation:
The template is constructed by generalizing the variable elements within the log message. In this case, the variable elements are the block name, the terminating reason, and the packet responder. The block name and terminating reason are replaced with the placeholders '<*>'. The packet responder is replaced with the placeholder '<*>'.
",3.571934700012207,PacketResponder <*> for block blk_<*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_9072829105973334075 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*> is added to blk_<*> size <*>


### Input:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (",5.603968143463135,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*> is added to blk_<*> size <*>
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001365_0/part-01365. blk_4841101867353115844,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001365_0/part-01365. blk_4841101867353115844

### Explanation:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001365_0/part-01365. blk_4841101867353115844

### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003",5.60228157043457,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001365_0/part-01365. blk_4841101867353115844
PacketResponder 1 for block blk_1997668456720275587 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating
",0.6822075843811035,"PacketResponder <*> for block blk_<*> terminating
"
Received block blk_3304535870056962597 of size 67108864 from /10.251.203.166,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>
",0.815293550491333,"Extracted template: Received block <*> of size <*> from <*>
"
PacketResponder 1 for block blk_-4853183643928986291 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*>
",0.3996462821960449,"PacketResponder <*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_6828121630547887549 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2775568962097168,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
Received block blk_3084588477220583373 of size 67108864 from /10.251.125.174,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.7739570140838623,Extracted template: Received block <*> of size <*> from <*>
PacketResponder 2 for block blk_-653434419514937486 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-653434419514937486 terminating

### Response:
Extracted template: PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-653434419514937486 terminating

### Response:
Extracted template: PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-653434419514937486 terminating

### Response:
Extracted template: PacketResponder <*> for block blk_<*>",5.587239742279053,Extracted template: PacketResponder <*> for block blk_<*> terminating
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001506_0/part-01506. blk_1104376461837247304,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001506_0/part-01506. blk_<>,1.990060806274414,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001506_0/part-01506. blk_<>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_-5511630179413516751 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2632875442504885,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 2 for block blk_4404895858852856851 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block blk_4404895858852856851 terminating
",1.0026001930236816,"PacketResponder 2 for block blk_4404895858852856851 terminating
"
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597. blk_-591552904934794824,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597. blk_<*>,1.9579050540924072,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597. blk_<*>
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_-8408087700903896282,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_<*>,1.9445703029632568,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-5404881839098659470 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.321088790893555,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 1 for block blk_703046261120042821 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating
",0.768566370010376,"Extracted template: PacketResponder <*> for block <*> terminating
"
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001728_0/part-01728. blk_-488298625688742454,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001728_0/part-01728. blk_<*>
",1.9674389362335205,"BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001728_0/part-01728. blk_<*>
"
PacketResponder 1 for block blk_6465095458973828118 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating
",0.5930635929107666,"PacketResponder <*> for block <*> terminating
"
PacketResponder 2 for block blk_-9110604833387121363 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_-9110604833387121363 terminating
",0.936680793762207,"PacketResponder <*> for block blk_-9110604833387121363 terminating
"
Receiving block blk_5977008528949258706 src: /10.251.214.32:43860 dest: /10.251.214.32:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>",0.986114740371704,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>"
PacketResponder 2 for block blk_3781645897486585075 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Explanation:
PacketResponder is a variable element that needs to be replaced by the placeholder '<*>'. The block number is also a variable element, which can be replaced by the placeholder '<*>'.",2.352403402328491,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_-1635752698830216319 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2874746322631836,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 0 for block blk_3070718541088657475 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 0 for block blk_3070718541088657475 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating
",2.164967536926269,PacketResponder <*> for block blk_<*> terminating
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001661_0/part-01661. blk_-1674094254141559552,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001661_0/part-01661. blk_<*>,1.9322376251220703,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001661_0/part-01661. blk_<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_6080034782037237879 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3363604545593262,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630. blk_-8645365827804358878,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630. blk_<>,1.9546399116516116,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630. blk_<>
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817. blk_3291173852929756766,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817. blk_<*>
",1.9735898971557615,"BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817. blk_<*>
"
Received block blk_892900079071425422 of size 67108864 from /10.251.73.188,Received block <*> of size <*> from <*>,HDFS,New,"blk_892900079071425422

### Input:
Received block blk_892900079071425422 of size 67108864 from /10.251.73.188

### Response:
blk_892900079071425422

### Input:
Received block blk_892900079071425422 of size 67108864 from /10.251.73.188

### Response:
blk_892900079071425422

### Input:
Received block blk_892900079071425422 of size 67108864 from /10.251.73.188",5.588792085647583,blk_892900079071425422
PacketResponder 1 for block blk_2243777557693112935 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_2243777557693112935 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_2243777557693112935 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_2243777557693112935 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:",5.623812437057495,Extracted template: PacketResponder <*> for block <*> terminating
Received block blk_-8192956077351896648 of size 67108864 from /10.251.110.196,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>
",0.8222053050994873,"Extracted template: Received block <*> of size <*> from <*>
"
Received block blk_5250287988089075029 of size 67108864 from /10.251.66.63,Received block <*> of size <*> from <*>,HDFS,New,"blk_5250287988089075029 of size 67108864 from /10.251.66.63
",1.350388526916504,"blk_5250287988089075029 of size 67108864 from /10.251.66.63
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_446513188203036714 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_446513188203036714 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_446513188203036714 size 67108864",5.584765195846558,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>
Received block blk_-2020273862360001901 of size 67108864 from /10.250.7.244,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>


",0.8347499370574951,Extracted template: Received block <*> of size <*> from <*>
PacketResponder 0 for block blk_3338047823148530794 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating
",0.6707053184509277,"PacketResponder <*> for block blk_<*> terminating
"
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001840_0/part-01840. blk_4210124392039605712,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001840_0/part-01840. blk_<*>,1.9409043788909912,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001840_0/part-01840. blk_<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-6330812010936261924 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2774217128753662,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976. blk_-8380267327243110056,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976. blk_<*>,1.951448917388916,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976. blk_<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-8077373411465716253 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3124377727508545,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
PacketResponder 0 for block blk_-9198375937828232046 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block <*> terminating
",0.6312682628631592,"PacketResponder 0 for block <*> terminating
"
PacketResponder 0 for block blk_9107849594802857322 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_9107849594802857322 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_9107849594802857322 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_9107849594802857322 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_9107849594802857322 terminating",5.63021183013916,PacketResponder <*> for block <*> terminating
Receiving block blk_271142976916798281 src: /10.251.70.112:50176 dest: /10.251.70.112:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.224452257156372,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
Received block blk_4029732570544915384 of size 67108864 from /10.251.35.1,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)",1.7770068645477295,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)"
PacketResponder 0 for block blk_679168189072909208 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block <*> terminating

### Input:
packet from nodes 2 and 3 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Input:
Error =, LOGIN chdir(/home/spelce1/",5.56915283203125,PacketResponder 0 for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_6285161494041403917 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3282113075256348,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
Received block blk_-5306443381473737599 of size 67108864 from /10.251.195.52,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from /<*>

### Input:
Received block blk_-5306443381473737599 of size 67108864 from /10.251.195.52

### Response:
Extracted template: Received block <*> of size <*> from /<*>",3.0088260173797607,Extracted template: Received block <*> of size <*> from /<*>
PacketResponder 2 for block blk_-2466006073687914843 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block blk_-2466006073687914843 terminating

### Input:
PacketResponder 2 for block blk_-2466006073687914843 terminating

### Response:
PacketResponder 2 for block blk_-2466006073687914843 terminating

### Input:
PacketResponder 2 for block blk_-2466006073687914843 terminating

### Response:
PacketResponder 2 for block blk_-2466006073687914843 terminating

### Input:
PacketResponder 2 for block blk_-2466006073687914843 terminating

### Response:",5.619882106781006,PacketResponder 2 for block blk_-2466006073687914843 terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>, is added to blk_<*> size <*>",1.3287208080291748,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>, is added to blk_<*> size <*>"
