Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HDFS_3,Inference_time_3
BLOCK* NameSystem.delete: blk_-1110880362999960078 is added to invalidSet of 10.251.194.147:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-1110880362999960078 is added to invalidSet of 10.251.194.147:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-11",5.211406707763672
BLOCK* NameSystem.delete: blk_6489659315944341351 is added to invalidSet of 10.251.106.50:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_6489659315944341351 is added to invalidSet of 10.251.106.50:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_648",5.2057342529296875
BLOCK* NameSystem.delete: blk_7324196727355442810 is added to invalidSet of 10.251.203.80:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_7324196727355442810 is added to invalidSet of 10.251.203.80:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_732",5.16336727142334
BLOCK* NameSystem.delete: blk_-2589662411410634043 is added to invalidSet of 10.251.42.16:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-2589662411410634043 is added to invalidSet of 10.251.42.16:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-2589",5.246634483337402
BLOCK* NameSystem.delete: blk_8602496359012842630 is added to invalidSet of 10.250.7.32:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_8602496359012842630 is added to invalidSet of 10.250.7.32:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_86024",5.219500303268433
BLOCK* NameSystem.delete: blk_-133919539232421451 is added to invalidSet of 10.250.10.176:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-133919539232421451 is added to invalidSet of 10.250.10.176:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-1339",5.173705816268921
BLOCK* NameSystem.delete: blk_-6136511938931864993 is added to invalidSet of 10.250.14.38:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-6136511938931864993 is added to invalidSet of 10.250.14.38:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_-6136",5.19867205619812
BLOCK* NameSystem.delete: blk_8871064397020855320 is added to invalidSet of 10.251.42.84:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_8871064397020855320 is added to invalidSet of 10.251.42.84:50010

### Response:
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_8871",5.190139055252075
Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625

### Response:
<*> file <*>

### Input:
Deleting block blk_8483848473254499625",5.175515651702881
Received block blk_-9188933731705791676 of size 67108864 from /10.251.39.192,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-9188933731705791676 of size 67108864 from /10.251.39.192

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-91889337317057916",5.232763767242432
Deleting block blk_-8898274302731129139 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8898274302731129139 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139

### Response:
<*> file <*>


### Input:
Deleting block blk_-88982743027311291",5.2416627407073975
Deleting block blk_-8014701913801168461 file /mnt/hadoop/dfs/data/current/subdir27/blk_-8014701913801168461,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-8014701913801168461 file /mnt/hadoop/dfs/data/current/subdir27/blk_-8014701913801168461

### Response:
<*> file <*>

### Input:
Deleting block blk_-8014701913801168461",5.2373011112213135
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir29/blk_-8775602795571523802,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir29/blk_-8775602795571523802

### Response:
<*> file <*>

### Input:
Deleting block blk_-8775602795571523802",5.222644567489624
Deleting block blk_-7928230000822317050 file /mnt/hadoop/dfs/data/current/subdir9/blk_-7928230000822317050,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-7928230000822317050 file /mnt/hadoop/dfs/data/current/subdir9/blk_-7928230000822317050

### Response:
<*> file <*>

### Input:
Deleting block blk_-7928230000822317050 file",5.213237762451172
Deleting block blk_8303413189200230139 file /mnt/hadoop/dfs/data/current/subdir32/blk_8303413189200230139,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_8303413189200230139 file /mnt/hadoop/dfs/data/current/subdir32/blk_8303413189200230139

### Response:
<*> file <*>

### Input:
Deleting block blk_8303413189200230139",5.224721670150757
Deleting block blk_-9038475355621289969 file /mnt/hadoop/dfs/data/current/subdir41/blk_-9038475355621289969,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-9038475355621289969 file /mnt/hadoop/dfs/data/current/subdir41/blk_-9038475355621289969

### Response:
<*> file <*>

### Input:
Deleting block blk_-9038475355621289969",5.251157999038696
Received block blk_4263664068073345850 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_4263664068073345850 of size 67108864 from /10.251.214.67

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_42636640680733458",5.219076633453369
Deleting block blk_-8848810702648406400 file /mnt/hadoop/dfs/data/current/subdir11/blk_-8848810702648406400,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8848810702648406400 file /mnt/hadoop/dfs/data/current/subdir11/blk_-8848810702648406400

### Response:
<*> file <*>


### Input:
Deleting block blk_-88488107026484064",5.230397462844849
PacketResponder 2 for block blk_-6997219177553478996 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-6997219177553478996 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-6997219177553478996 terminating

### Response:
PacketResponder <*> for block",5.220243453979492
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-00206. blk_-2230892279625104430,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-00206. blk_-2230892279625",5.208172559738159
Deleting block blk_-7515058933811567980 file /mnt/hadoop/dfs/data/current/subdir1/blk_-7515058933811567980,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-7515058933811567980 file /mnt/hadoop/dfs/data/current/subdir1/blk_-7515058933811567980

### Response:
<*> file <*>

### Input:
Deleting block blk_-7515058933811567980 file",5.229660511016846
Deleting block blk_-8484827087450439270 file /mnt/hadoop/dfs/data/current/subdir25/blk_-8484827087450439270,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-8484827087450439270 file /mnt/hadoop/dfs/data/current/subdir25/blk_-8484827087450439270

### Response:
<*> file <*>

### Input:
Deleting block blk_-8484827087450439270",5.210824012756348
Deleting block blk_-8144387882075572886 file /mnt/hadoop/dfs/data/current/subdir42/blk_-8144387882075572886,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8144387882075572886 file /mnt/hadoop/dfs/data/current/subdir42/blk_-8144387882075572886

### Response:
<*> file <*>


### Input:
Deleting block blk_-81443878820755728",5.2974021434783936
Deleting block blk_-8383503596684323017 file /mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-8383503596684323017 file /mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017

### Response:
<*> file <*>

### Input:
Deleting block blk_-8383503596684323017",5.202415227890015
Deleting block blk_-8796256534683400159 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-8796256534683400159 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159

### Response:
<*> file <*>

### Input:
Deleting block blk_-8796256534683400159",5.251156568527222
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir41/blk_-8775602795571523802,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir41/blk_-8775602795571523802

### Response:
<*> file <*>


### Input:
Deleting block blk_-87756027955715238",5.255488872528076
Received block blk_4098532420907418423 of size 67108864 from /10.251.43.147,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_4098532420907418423 of size 67108864 from /10.251.43.147

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_40985324209074184",5.2181055545806885
Deleting block blk_-4368236874477798428 file /mnt/hadoop/dfs/data/current/subdir33/blk_-4368236874477798428,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-4368236874477798428 file /mnt/hadoop/dfs/data/current/subdir33/blk_-4368236874477798428

### Response:
<*> file <*>


### Input:
Deleting block blk_-43682368744777984",5.173514127731323
Deleting block blk_-4223625526513535681 file /mnt/hadoop/dfs/data/current/subdir60/blk_-4223625526513535681,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-4223625526513535681 file /mnt/hadoop/dfs/data/current/subdir60/blk_-4223625526513535681

### Response:
<*> file <*>


### Input:
Deleting block blk_-42236255265135356",5.173672437667847
Deleting block blk_-6400421658804613208 file /mnt/hadoop/dfs/data/current/subdir29/blk_-6400421658804613208,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-6400421658804613208 file /mnt/hadoop/dfs/data/current/subdir29/blk_-6400421658804613208

### Response:
<*> file <*>


### Input:
Deleting block blk_-64004216588046132",5.186963319778442
Deleting block blk_-5880591395067598620 file /mnt/hadoop/dfs/data/current/subdir32/blk_-5880591395067598620,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-5880591395067598620 file /mnt/hadoop/dfs/data/current/subdir32/blk_-5880591395067598620

### Response:
<*> file <*>


### Input:
Deleting block blk_-58805913950675986",5.181890487670898
Deleting block blk_-7096508472270520039 file /mnt/hadoop/dfs/data/current/subdir20/blk_-7096508472270520039,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-7096508472270520039 file /mnt/hadoop/dfs/data/current/subdir20/blk_-7096508472270520039

### Response:
<*> file <*>


### Input:
Deleting block blk_-70965084722705200",5.25972843170166
Deleting block blk_-1939956833921604216 file /mnt/hadoop/dfs/data/current/subdir34/blk_-1939956833921604216,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-1939956833921604216 file /mnt/hadoop/dfs/data/current/subdir34/blk_-1939956833921604216

### Response:
<*> file <*>

### Input:
Deleting block blk_-1939956833921604216",5.211703300476074
Deleting block blk_-3860035787700398391 file /mnt/hadoop/dfs/data/current/subdir6/blk_-3860035787700398391,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-3860035787700398391 file /mnt/hadoop/dfs/data/current/subdir6/blk_-3860035787700398391

### Response:
<*> file <*>

### Input:
Deleting block blk_-3860035787700398391 file",5.1997809410095215
Deleting block blk_-6008397446568765070 file /mnt/hadoop/dfs/data/current/blk_-6008397446568765070,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-6008397446568765070 file /mnt/hadoop/dfs/data/current/blk_-6008397446568765070

### Response:
<*> file <*>

### Input:
Deleting block blk_-6008397446568765070 file /mnt/",5.198921203613281
Deleting block blk_-2425070029518924403 file /mnt/hadoop/dfs/data/current/subdir39/blk_-2425070029518924403,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-2425070029518924403 file /mnt/hadoop/dfs/data/current/subdir39/blk_-2425070029518924403

### Response:
<*> file <*>

### Input:
Deleting block blk_-2425070029518924403",5.225291728973389
Deleting block blk_826351419727053015 file /mnt/hadoop/dfs/data/current/subdir6/blk_826351419727053015,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_826351419727053015 file /mnt/hadoop/dfs/data/current/subdir6/blk_826351419727053015

### Response:
<*> file <*>

### Input:
Deleting block blk_826351419727053015 file /mnt",5.160161018371582
Deleting block blk_-3437475890798229344 file /mnt/hadoop/dfs/data/current/subdir57/blk_-3437475890798229344,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-3437475890798229344 file /mnt/hadoop/dfs/data/current/subdir57/blk_-3437475890798229344

### Response:
<*> file <*>


### Input:
Deleting block blk_-34374758907982293",5.256742715835571
Deleting block blk_-1492402439215451727 file /mnt/hadoop/dfs/data/current/subdir25/blk_-1492402439215451727,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1492402439215451727 file /mnt/hadoop/dfs/data/current/subdir25/blk_-1492402439215451727

### Response:
<*> file <*>


### Input:
Deleting block blk_-14924024392154517",5.2655439376831055
Deleting block blk_-4298255715894292387 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4298255715894292387,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-4298255715894292387 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4298255715894292387

### Response:
<*> file <*>


### Input:
Deleting block blk_-42982557158942923",5.330855846405029
Deleting block blk_-4295805058711840933 file /mnt/hadoop/dfs/data/current/subdir0/blk_-4295805058711840933,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-4295805058711840933 file /mnt/hadoop/dfs/data/current/subdir0/blk_-4295805058711840933

### Response:
<*> file <*>

### Input:
Deleting block blk_-4295805058711840933 file",5.256964445114136
Deleting block blk_830855781964014378 file /mnt/hadoop/dfs/data/current/subdir48/blk_830855781964014378,Deleting block <*> file <*>,HDFS,New,"<*> Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir<*>/blk_<*>


### Input:
Deleting block blk_830855781964014378 file /mnt/hadoop/dfs/data/current/subdir48/blk_830855781964014378

### Response:
<*> Deleting block blk_",5.280869483947754
Deleting block blk_8291708741145026623 file /mnt/hadoop/dfs/data/current/subdir57/blk_8291708741145026623,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_8291708741145026623 file /mnt/hadoop/dfs/data/current/subdir57/blk_8291708741145026623

### Response:
<*> file <*>


### Input:
Deleting block blk_82917087411450266",5.228646993637085
Deleting block blk_-921231092429668424 file /mnt/hadoop/dfs/data/current/subdir23/blk_-921231092429668424,Deleting block <*> file <*>,HDFS,New,"<*> deleting block <*> file <*>

### Input:
Deleting block blk_-921231092429668424 file /mnt/hadoop/dfs/data/current/subdir23/blk_-921231092429668424

### Response:
<*> deleting block <*> file <*>

### Input:
Deleting block blk_-92123109242",5.203760385513306
Deleting block blk_-1581605246928123722 file /mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1581605246928123722 file /mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722

### Response:
<*> file <*>


### Input:
Deleting block blk_-15816052469281237",5.263254165649414
Deleting block blk_-2445347158368483245 file /mnt/hadoop/dfs/data/current/subdir30/blk_-2445347158368483245,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-2445347158368483245 file /mnt/hadoop/dfs/data/current/subdir30/blk_-2445347158368483245

### Response:
<*> file <*>

### Input:
Deleting block blk_-2445347158368483245",5.15847635269165
Deleting block blk_-1897524391075610396 file /mnt/hadoop/dfs/data/current/subdir47/blk_-1897524391075610396,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1897524391075610396 file /mnt/hadoop/dfs/data/current/subdir47/blk_-1897524391075610396

### Response:
<*> file <*>


### Input:
Deleting block blk_-18975243910756103",5.2303221225738525
Deleting block blk_-8588908000680498 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498,Deleting block <*> file <*>,HDFS,New,"<*> deleting block <*> file <*>

### Input:
Deleting block blk_-8588908000680498 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498

### Response:
<*> deleting block <*> file <*>

### Input:
Deleting block blk_-858890800068049",5.238759517669678
Deleting block blk_561417755647618727 file /mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727,Deleting block <*> file <*>,HDFS,New,"<*> Deleting block <*> file <*>

### Input:
Deleting block blk_561417755647618727 file /mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727

### Response:
<*> Deleting block <*> file <*>

### Input:
Deleting block blk_5614177556",5.194590330123901
Deleting block blk_-6127741703501838658 file /mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-6127741703501838658 file /mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658

### Response:
<*> file <*>


### Input:
Deleting block blk_-61277417035018386",5.190680742263794
Deleting block blk_-3636681193077858741 file /mnt/hadoop/dfs/data/current/subdir37/blk_-3636681193077858741,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-3636681193077858741 file /mnt/hadoop/dfs/data/current/subdir37/blk_-3636681193077858741

### Response:
<*> file <*>


### Input:
Deleting block blk_-36366811930778587",5.33077335357666
Deleting block blk_-643763844763678010 file /mnt/hadoop/dfs/data/current/subdir29/blk_-643763844763678010,Deleting block <*> file <*>,HDFS,New,"<*> Deleting block <*> file <*>

### Input:
Deleting block blk_-643763844763678010 file /mnt/hadoop/dfs/data/current/subdir29/blk_-643763844763678010

### Response:
<*> Deleting block <*> file <*>

### Input:
Deleting block blk_-643763844",5.2464210987091064
Deleting block blk_-2826763604408365998 file /mnt/hadoop/dfs/data/current/subdir40/blk_-2826763604408365998,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-2826763604408365998 file /mnt/hadoop/dfs/data/current/subdir40/blk_-2826763604408365998

### Response:
<*> file <*>


### Input:
Deleting block blk_-28267636044083659",5.258190155029297
Deleting block blk_2278708746675870163 file /mnt/hadoop/dfs/data/current/subdir27/blk_2278708746675870163,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_2278708746675870163 file /mnt/hadoop/dfs/data/current/subdir27/blk_2278708746675870163

### Response:
<*> file <*>

### Input:
Deleting block blk_2278708746675870163",5.199472188949585
Deleting block blk_153508158653341141 file /mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141,Deleting block <*> file <*>,HDFS,New,"<*> Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir<*>/blk_<*>


### Input:
Deleting block blk_153508158653341141 file /mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141

### Response:
<*> Deleting block blk_",5.2169575691223145
Deleting block blk_-1775264355226395799 file /mnt/hadoop/dfs/data/current/subdir26/blk_-1775264355226395799,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_-1775264355226395799 file /mnt/hadoop/dfs/data/current/subdir26/blk_-1775264355226395799

### Response:
<*> file <*>


### Input:
Deleting block blk_-17752643552263957",5.183776617050171
Deleting block blk_-1599621098605751235 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-1599621098605751235 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235

### Response:
<*> file <*>

### Input:
Deleting block blk_-1599621098605751235",5.254681348800659
Deleting block blk_-1111344660779690782 file /mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_-1111344660779690782 file /mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782

### Response:
<*> file <*>

### Input:
Deleting block blk_-1111344660779690782",5.320652723312378
Deleting block blk_3585588704565901062 file /mnt/hadoop/dfs/data/current/subdir15/blk_3585588704565901062,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_3585588704565901062 file /mnt/hadoop/dfs/data/current/subdir15/blk_3585588704565901062

### Response:
<*> file <*>

### Input:
Deleting block blk_3585588704565901062",5.285488843917847
Deleting block blk_2756799797410851893 file /mnt/hadoop/dfs/data/current/subdir24/blk_2756799797410851893,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_2756799797410851893 file /mnt/hadoop/dfs/data/current/subdir24/blk_2756799797410851893

### Response:
<*> file <*>

### Input:
Deleting block blk_2756799797410851893",5.324262619018555
Deleting block blk_7323287581932922676 file /mnt/hadoop/dfs/data/current/subdir12/blk_7323287581932922676,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_7323287581932922676 file /mnt/hadoop/dfs/data/current/subdir12/blk_7323287581932922676

### Response:
<*> file <*>


### Input:
Deleting block blk_73232875819329226",5.291172981262207
Received block blk_-4935573595350235765 of size 67108864 from /10.251.123.195,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Received block blk_-4935573595350235765 of size 67108864 from /10.251.123.195

### Response:
Received block blk",5.289038896560669
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-00097. blk_496376132244907301,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-00097. blk_<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000097_",5.238299608230591
Deleting block blk_2731617036199392057 file /mnt/hadoop/dfs/data/current/subdir39/blk_2731617036199392057,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_2731617036199392057 file /mnt/hadoop/dfs/data/current/subdir39/blk_2731617036199392057

### Response:
<*> file <*>

### Input:
Deleting block blk_2731617036199392057",5.248778820037842
Deleting block blk_7190156588310412626 file /mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7190156588310412626 file /mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626

### Response:
<*> file <*>

### Input:
Deleting block blk_7190156588310412626",5.1684184074401855
Deleting block blk_8189008752707332487 file /mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_8189008752707332487 file /mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487

### Response:
<*> file <*>

### Input:
Deleting block blk_8189008752707332487 file",5.136564493179321
Deleting block blk_6828263829429857572 file /mnt/hadoop/dfs/data/current/subdir26/blk_6828263829429857572,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_6828263829429857572 file /mnt/hadoop/dfs/data/current/subdir26/blk_6828263829429857572

### Response:
<*> file <*>

### Input:
Deleting block blk_6828263829429857572",5.2188897132873535
Deleting block blk_8492196963764530259 file /mnt/hadoop/dfs/data/current/subdir45/blk_8492196963764530259,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_8492196963764530259 file /mnt/hadoop/dfs/data/current/subdir45/blk_8492196963764530259

### Response:
<*> file <*>


### Input:
Deleting block blk_84921969637645302",5.272505760192871
Deleting block blk_7942183449206967755 file /mnt/hadoop/dfs/data/current/subdir30/blk_7942183449206967755,Deleting block <*> file <*>,HDFS,New,"<*> file <*>


### Input:
Deleting block blk_7942183449206967755 file /mnt/hadoop/dfs/data/current/subdir30/blk_7942183449206967755

### Response:
<*> file <*>


### Input:
Deleting block blk_79421834492069677",5.26076340675354
Deleting block blk_6223504502438507199 file /mnt/hadoop/dfs/data/current/subdir0/blk_6223504502438507199,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_6223504502438507199 file /mnt/hadoop/dfs/data/current/subdir0/blk_6223504502438507199

### Response:
<*> file <*>

### Input:
Deleting block blk_6223504502438507199 file",5.203441381454468
Deleting block blk_7519257846502835091 file /mnt/hadoop/dfs/data/current/subdir15/blk_7519257846502835091,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7519257846502835091 file /mnt/hadoop/dfs/data/current/subdir15/blk_7519257846502835091

### Response:
<*> file <*>

### Input:
Deleting block blk_7519257846502835091",5.2385094165802
Deleting block blk_5272005015837990021 file /mnt/hadoop/dfs/data/current/subdir0/blk_5272005015837990021,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_5272005015837990021 file /mnt/hadoop/dfs/data/current/subdir0/blk_5272005015837990021

### Response:
<*> file <*>

### Input:
Deleting block blk_5272005015837990021 file",5.131699562072754
Deleting block blk_7090935285617451450 file /mnt/hadoop/dfs/data/current/subdir60/blk_7090935285617451450,Deleting block <*> file <*>,HDFS,New,"<*> file <*>

### Input:
Deleting block blk_7090935285617451450 file /mnt/hadoop/dfs/data/current/subdir60/blk_7090935285617451450

### Response:
<*> file <*>

### Input:
Deleting block blk_7090935285617451450",5.184488296508789
