Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HDFS_1,Inference_time_1
Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_27350",5.200319528579712
Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-748",5.235097408294678
Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-88768",5.222322225570679
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000",5.209081649780273
Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_591323",5.172763824462891
PacketResponder 1 for block blk_-5828360070550196756 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5828360070550196756 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5828360070550196756 terminating

### Response:
PacketResponder <*> for block",5.153418064117432
PacketResponder 2 for block blk_-7683667795522321323 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-7683667795522321323 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-7683667795522321323 terminating

### Response:
PacketResponder <*> for block",5.18125319480896
Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50",5.179628133773804
Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.196:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.19",5.1758952140808105
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.215766191482544
Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-274",5.213851451873779
Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50",5.195883512496948
Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_89928",5.228450298309326
Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:",5.274706125259399
Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_1869228",5.226025819778442
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.204841613769531
PacketResponder 1 for block blk_-8745453424063341007 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-8745453424063341007 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-8745453424063341007 terminating

### Response:
PacketResponder <*> for block",5.215670824050903
Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-21170661665748950",5.219919681549072
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.225777864456177
PacketResponder 1 for block blk_6017354285686373326 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_6017354285686373326 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_6017354285686373326 terminating

### Response:
PacketResponder <*> for block",5.219692945480347
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.178711891174316
Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-4433556521525567493 of",5.18336033821106
PacketResponder 2 for block blk_-5321676321043683563 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-5321676321043683563 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-5321676321043683563 terminating

### Response:
PacketResponder <*> for block",5.233381748199463
PacketResponder 1 for block blk_-357695136519539363 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-357695136519539363 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-357695136519539363 terminating

### Response:
PacketResponder <*> for block <*>",5.22209620475769
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.107217788696289
PacketResponder 1 for block blk_1279439901767890758 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_1279439901767890758 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_1279439901767890758 terminating

### Response:
PacketResponder <*> for block",5.201609373092651
Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:",5.207682132720947
Received block blk_469871968689793326 of size 67108864 from /10.251.30.179,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_469871968689793326 of size 67108864 from /10.251.30.179

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_469871968689793326",5.133320093154907
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001",5.230316162109375
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.198138475418091
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.2240309715271
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.18263578414917
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_<*>

### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_0008",5.210740804672241
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.174853563308716
Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_46145306732063415",5.2181243896484375
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.203251600265503
Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_6",5.177021741867065
Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-726",5.2147839069366455
Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50",5.176305532455444
Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-696693567273677959",5.175879955291748
Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-741",5.193313837051392
PacketResponder 2 for block blk_6514181997629420906 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Response:
PacketResponder <*> for block",5.2168684005737305
Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-443",5.217807769775391
PacketResponder 1 for block blk_-3339018122410311668 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Response:
PacketResponder <*> for block",5.2296671867370605
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.184771299362183
PacketResponder 2 for block blk_-1680563440028826904 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-1680563440028826904 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-1680563440028826904 terminating

### Response:
PacketResponder <*> for block",5.134338617324829
Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-56712067520843266",5.172701358795166
Verification succeeded for blk_1649162819905816843,Verification succeeded for <*>,HDFS,New,"<*> succeeded for <*>

### Input:
Verification succeeded for blk_1649162819905816843

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_1649162819905816843

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_1649162819905",5.159826993942261
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-<*>

### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_0013",5.236229181289673
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.20068359375
Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.20",5.241674900054932
Received block blk_48742413802609430 of size 67108864 from /10.251.106.10,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_48742413802609430 of size 67108864 from /10.251.106.10

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_48742413802609430 of size",5.189976930618286
Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_608",5.2150208950042725
Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from /<*>


### Input:
Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213

### Response:
Received block blk_-<*> of size <*> from /<*>


### Input:
Received block blk_-227411387418683",5.205424547195435
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.188153505325317
Received block blk_692184983396207285 of size 67108864 from /10.250.6.214,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_692184983396207285 of size 67108864 from /10.250.6.214

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_692184983396207285 of",5.1920390129089355
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.191946268081665
Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_25990500236843189",5.222480773925781
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.218228816986084
Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_564123920",5.221056222915649
Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-885",5.2182629108428955
Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-7194",5.20214581489563
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.226866960525513
Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_698",5.240135908126831
PacketResponder 1 for block blk_-1490623381339215624 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1490623381339215624 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1490623381339215624 terminating

### Response:
PacketResponder <*> for block",5.228210687637329
Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-219",5.236304759979248
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.269537687301636
