Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HDFS_2,Inference_time_2
Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:",5.089385509490967
Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50",5.107522010803223
Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-696693567273677959",5.062510251998901
Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:",5.078832387924194
PacketResponder 2 for block blk_6514181997629420906 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_6514181997629420906 terminating

### Response:
PacketResponder <*> for block",5.0749523639678955
Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:",5.091369390487671
PacketResponder 1 for block blk_-3339018122410311668 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-3339018122410311668 terminating

### Response:
PacketResponder <*> for block",5.080363035202026
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.0709145069122314
PacketResponder 2 for block blk_-1680563440028826904 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-1680563440028826904 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-1680563440028826904 terminating

### Response:
PacketResponder <*> for block",5.108640909194946
Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-56712067520843266",5.079138517379761
Verification succeeded for blk_1649162819905816843,Verification succeeded for <*>,HDFS,New,"<*> succeeded for <*>

### Input:
Verification succeeded for blk_1649162819905816843

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_1649162819905816843

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_1649162819905",5.137400150299072
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-<*>

### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_0013",5.1043431758880615
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.080199956893921
Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.20",5.111705303192139
Received block blk_48742413802609430 of size 67108864 from /10.251.106.10,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_48742413802609430 of size 67108864 from /10.251.106.10

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_48742413802609430 of size",5.093761205673218
Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.19",5.098581075668335
Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from /<*>


### Input:
Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213

### Response:
Received block blk_-<*> of size <*> from /<*>


### Input:
Received block blk_-227411387418683",5.068743467330933
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.064080476760864
Received block blk_692184983396207285 of size 67108864 from /10.250.6.214,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_692184983396207285 of size 67108864 from /10.250.6.214

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_692184983396207285 of",5.0683066844940186
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.103521347045898
Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_25990500236843189",5.050088882446289
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.107447862625122
Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:5001",5.108830213546753
Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-885",5.090484619140625
Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-7194",5.066065073013306
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.1147778034210205
Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_698",5.07503867149353
PacketResponder 1 for block blk_-1490623381339215624 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1490623381339215624 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1490623381339215624 terminating

### Response:
PacketResponder <*> for block",5.09079384803772
Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.20",5.122332572937012
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.098070859909058
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.111838340759277
Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_89686082512199029",5.08973240852356
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.048649787902832
Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147

### Response:
Received block blk",5.1115968227386475
Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-9089815063425241",5.06731390953064
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.095049142837524
Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_557803157214911261 of size 67108864 from /10.251.198.196

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_55780315721491126",5.088108777999878
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.078574895858765
PacketResponder 2 for block blk_7345322407792942877 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_7345322407792942877 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_7345322407792942877 terminating

### Response:
PacketResponder <*> for block",5.05933403968811
PacketResponder 1 for block blk_-8939321760994370713 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-8939321760994370713 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-8939321760994370713 terminating

### Response:
PacketResponder <*> for block",5.0576231479644775
PacketResponder 0 for block blk_3958940914408609637 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_3958940914408609637 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_3958940914408609637 terminating

### Response:
PacketResponder <*> for block",5.0935821533203125
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968. blk_5106303344783117537,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968. blk_<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001",5.089085817337036
Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:",5.103137969970703
PacketResponder 1 for block blk_-5587827566367944828 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5587827566367944828 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5587827566367944828 terminating

### Response:
PacketResponder <*> for block",5.092808961868286
10.250.11.53:50010 Served block blk_-743349875664670637 to /10.250.11.53,<*>:<*> Served block <*> to <*>,HDFS,New,"<*> Served block <*> to <*>

### Input:
10.250.11.53:50010 Served block blk_-743349875664670637 to /10.250.11.53

### Response:
<*> Served block <*> to <*>

### Input:
10.250.11.53:50010 Served block blk_-74",5.108999252319336
10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.70.5",5.090145111083984
10.251.74.79:50010:Got exception while serving blk_2139707931694085102 to /10.251.111.228:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to /<*>

### Input:
10.251.74.79:50010:Got exception while serving blk_2139707931694085102 to /10.251.111.228:

### Response:
<*> : <*> : Got exception while serving <*> to /<*>

### Input:
10.251.",5.104781627655029
10.251.42.246:50010:Got exception while serving blk_-3056652732896088330 to /10.251.27.63:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-,5.106147289276123
10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.250.13.1",5.094121694564819
10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.42",5.074814796447754
10.251.71.240:50010:Got exception while serving blk_-8082428389627750477 to /10.251.71.97:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*>-8082428389627750477 to /<*>

### Input:
10.251.71.240:50010:Got exception while serving blk_-8082428389627750477 to /10.251.71.97:

### Response:
<*>-80824283896277504",5.111484050750732
10.251.39.192:50010 Served block blk_6338761369201338121 to /10.251.90.81,<*>:<*> Served block <*> to <*>,HDFS,New,"<*> Served block <*> to <*>

### Input:
10.251.39.192:50010 Served block blk_6338761369201338121 to /10.251.90.81

### Response:
<*> Served block <*> to <*>

### Input:
10.251.39.192:50010 Served block blk",5.104438304901123
10.251.122.38:50010:Got exception while serving blk_7489155602821840025 to /10.251.26.8:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.122.38:50010:Got exception while serving blk_7489155602821840025 to /10.251.26.8:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.122.",5.09534215927124
10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114,<*>:<*> Served block <*> to <*>,HDFS,New,"<*> Served block <*> to <*>

### Input:
10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114

### Response:
<*> Served block <*> to <*>

### Input:
10.251.67.225:50010 Served block bl",5.111794710159302
10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.1",5.122243881225586
10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.2",5.158817768096924
10.251.30.85:50010:Got exception while serving blk_8059204889272489644 to /10.250.7.96:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.30.85:50010:Got exception while serving blk_8059204889272489644 to /10.250.7.96:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.30.85",5.119662761688232
10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*>

### Input:
10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:

### Response:
<*>

### Input:
10.251.39.179:50010:Got exception while serving blk_16830752",5.1180620193481445
10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64,<*>:<*> Served block <*> to <*>,HDFS,New,"<*> Served block <*> to <*>

### Input:
10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64

### Response:
<*> Served block <*> to <*>

### Input:
10.250.10.100:50010 Served block blk",5.10841178894043
10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to /<*>

### Input:
10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:1024

### Response:
<*> : <*> : Got exception while serving <*> to /<*>

### Input:
1",5.072636604309082
10.251.203.149:50010 Served block blk_-1432303681669932458 to /10.250.10.176,<*>:<*> Served block <*> to <*>,HDFS,New,"<*> : <*> Served block <*> to <*>

### Input:
10.251.203.149:50010 Served block blk_-1432303681669932458 to /10.250.10.176

### Response:
<*> : <*> Served block <*> to <*>

### Input:
10.251.203.149:5",5.122172594070435
10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.12",5.098539352416992
10.251.70.37:50010:Got exception while serving blk_1646534811870220828 to /10.250.11.100:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.70.37:50010:Got exception while serving blk_1646534811870220828 to /10.250.11.100:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.70.",5.139929533004761
Verification succeeded for blk_-4984504651603069357,Verification succeeded for <*>,HDFS,New,"<*> succeeded for <*>

### Input:
Verification succeeded for blk_-4984504651603069357

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_-4984504651603069357

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_-4984504651603",5.087470054626465
10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,"<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:

### Response:
<*> : <*> : Got exception while serving <*> to <*>

### Input:
10.251.21",5.1027257442474365
10.251.214.18:50010 Served block blk_7297060562345904886 to /10.251.29.239,<*>:<*> Served block <*> to <*>,HDFS,New,"<*> Served block <*> to <*>

### Input:
10.251.214.18:50010 Served block blk_7297060562345904886 to /10.251.29.239

### Response:
<*> Served block <*> to <*>

### Input:
10.251.214.18:50010 Served block bl",5.044588088989258
10.251.215.70:50010:Got exception while serving blk_-7391656937286046074 to /10.251.107.196:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>-,5.1600341796875
BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000",5.087173938751221
Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_61079",5.1004533767700195
PacketResponder 2 for block blk_3584162266158512993 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_3584162266158512993 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_3584162266158512993 terminating

### Response:
PacketResponder <*> for block",5.0657806396484375
