Content,EventTemplate,Dataset,Category,Unseen_Mistral_2S_Spark_3,Inference_time_3,Unseen_Mistral_2S_Spark_3_TempOnly
Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver

### Explanation:",5.371766805648804,Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver
Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver

### Explanation:",5.429731369018555,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver
Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.39996337890625,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver

### Explanation:",5.3653295040130615,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver
Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver

### Explanation:",5.409796953201294,Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver
Running task 0.0 in stage 14.0 (TID 562),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 14.0 (TID 562)

### Output:
Running task 0.0 in stage 14.0 (TID 562)

### Explanation:
Running task 0.0 in stage 14.0 (TID 562)

### Output:
Running task 0.0 in stage 14.0 (TID 562)

### Explanation:
Running task 0.0 in stage",5.375896215438843,Running task 0.0 in stage 14.0 (TID 562)
Running task 1.0 in stage 14.0 (TID 576),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 14.0 (TID 576)

### Output:
Running task 1.0 in stage 14.0 (TID 576)

### Explanation:
Running task 1.0 in stage 14.0 (TID 576)

### Output:
Running task 1.0 in stage 14.0 (TID 576)

### Explanation:
Running task 1.0 in stage",5.419034957885742,Running task 1.0 in stage 14.0 (TID 576)
Running task 2.0 in stage 14.0 (TID 590),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 14.0 (TID 590)

### Output:
Running task 2.0 in stage 14.0 (TID 590)

### Explanation:
Running task 2.0 in stage 14.0 (TID 590)

### Output:
Running task 2.0 in stage 14.0 (TID 590)

### Explanation:
Running task 2.0 in stage",5.3788933753967285,Running task 2.0 in stage 14.0 (TID 590)
Running task 3.0 in stage 14.0 (TID 598),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 14.0 (TID 598)

### Output:
Running task 3.0 in stage 14.0 (TID 598)

### Explanation:
Running task 3.0 in stage 14.0 (TID 598)

### Explanation:
Running task 3.0 in stage 14.0 (TID 598)

### Explanation:
Running task 3.0",5.387444257736206,Running task 3.0 in stage 14.0 (TID 598)
Running task 4.0 in stage 14.0 (TID 599),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 14.0 (TID 599)

### Output:
Running task 4.0 in stage 14.0 (TID 599)

### Explanation:
Running task 4.0 in stage 14.0 (TID 599)

### Output:
Running task 4.0 in stage 14.0 (TID 599)

### Explanation:
Running task 4.0 in stage",5.373893976211548,Running task 4.0 in stage 14.0 (TID 599)
Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,1.61472749710083,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver
Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.402052402496338,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver

### Explanation:",5.380630254745483,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver
Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver

### Explanation:",5.371511697769165,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver
Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver

### Explanation:",5.385277032852173,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver
Running task 0.0 in stage 15.0 (TID 612),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 15.0 (TID 612)

### Output:
Running task 0.0 in stage 15.0 (TID 612)

### Explanation:
Running task 0.0 in stage 15.0 (TID 612)

### Output:
Running task 0.0 in stage 15.0 (TID 612)

### Explanation:
Running task 0.0 in stage",5.345337867736816,Running task 0.0 in stage 15.0 (TID 612)
Running task 1.0 in stage 15.0 (TID 626),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 15.0 (TID 626)

### Output:
Running task 1.0 in stage 15.0 (TID 626)

### Explanation:
Running task 1.0 in stage 15.0 (TID 626)

### Output:
Running task 1.0 in stage 15.0 (TID 626)

### Explanation:
Running task 1.0 in stage",5.391704559326172,Running task 1.0 in stage 15.0 (TID 626)
Running task 2.0 in stage 15.0 (TID 636),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 15.0 (TID 636)

### Output:
Running task 2.0 in stage 15.0 (TID 636)

### Explanation:
Running task 2.0 in stage 15.0 (TID 636)

### Output:
Running task 2.0 in stage 15.0 (TID 636)

### Explanation:
Running task 2.0 in stage",5.352451086044312,Running task 2.0 in stage 15.0 (TID 636)
Running task 3.0 in stage 15.0 (TID 638),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 15.0 (TID 638)

### Output:
Running task 3.0 in stage 15.0 (TID 638)

### Explanation:
Running task 3.0 in stage 15.0 (TID 638)

### Output:
Running task 3.0 in stage 15.0 (TID 638)

### Explanation:
Running task 3.0 in stage",5.385728120803833,Running task 3.0 in stage 15.0 (TID 638)
Running task 4.0 in stage 15.0 (TID 639),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 15.0 (TID 639)

### Output:
Running task 4.0 in stage 15.0 (TID 639)

### Explanation:
Running task 4.0 in stage 15.0 (TID 639)

### Output:
Running task 4.0 in stage 15.0 (TID 639)

### Explanation:
Running task 4.0 in stage",5.346873760223389,Running task 4.0 in stage 15.0 (TID 639)
Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver

### Explanation:",5.451409816741943,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver
Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver

### Explanation:",5.385041952133179,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver

### Explanation:",5.390461444854736,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver
Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.414602756500244,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver

### Explanation:",5.366620063781738,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver
Running task 0.0 in stage 16.0 (TID 643),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 16.0 (TID 643)

### Output:
Running task 0.0 in stage 16.0 (TID 643)

### Explanation:
Running task 0.0 in stage 16.0 (TID 643)

### Output:
Running task 0.0 in stage 16.0 (TID 643)

### Explanation:
Running task 0.0 in stage",5.423571348190308,Running task 0.0 in stage 16.0 (TID 643)
Running task 1.0 in stage 16.0 (TID 657),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 16.0 (TID 657)

### Output:
Running task 1.0 in stage 16.0 (TID 657)

### Explanation:
Running task 1.0 in stage 16.0 (TID 657)

### Output:
Running task 1.0 in stage 16.0 (TID 657)

### Explanation:
Running task 1.0 in stage",5.368837356567383,Running task 1.0 in stage 16.0 (TID 657)
Running task 2.0 in stage 16.0 (TID 671),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 16.0 (TID 671)

### Output:
Running task 2.0 in stage 16.0 (TID 671)

### Explanation:
Running task 2.0 in stage 16.0 (TID 671)

### Output:
Running task 2.0 in stage 16.0 (TID 671)

### Explanation:
Running task 2.0 in stage",5.384612321853638,Running task 2.0 in stage 16.0 (TID 671)
Running task 3.0 in stage 16.0 (TID 678),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 16.0 (TID 678)

### Output:
Running task 3.0 in stage 16.0 (TID 678)

### Explanation:
Running task 3.0 in stage 16.0 (TID 678)

### Output:
Running task 3.0 in stage 16.0 (TID 678)

### Explanation:
Running task 3.0 in stage",5.350157022476196,Running task 3.0 in stage 16.0 (TID 678)
Running task 4.0 in stage 16.0 (TID 679),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 16.0 (TID 679)

### Output:
Running task 4.0 in stage 16.0 (TID 679)

### Explanation:
Running task 4.0 in stage 16.0 (TID 679)

### Output:
Running task 4.0 in stage 16.0 (TID 679)

### Explanation:
Running task 4.0 in stage",5.381575107574463,Running task 4.0 in stage 16.0 (TID 679)
Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.374919176101685,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver

### Explanation:",5.362010002136231,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver

### Explanation:",5.422320604324341,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver

### Explanation:",5.360745191574097,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver

### Explanation:",5.432418823242188,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver
Running task 0.0 in stage 17.0 (TID 692),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 17.0 (TID 692)

### Output:
Running task 0.0 in stage 17.0 (TID 692)

### Explanation:
Running task 0.0 in stage 17.0 (TID 692)

### Output:
Running task 0.0 in stage 17.0 (TID 692)

### Explanation:
Running task 0.0 in stage",5.349256753921509,Running task 0.0 in stage 17.0 (TID 692)
Running task 1.0 in stage 17.0 (TID 706),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 17.0 (TID 706)

### Output:
Running task 1.0 in stage 17.0 (TID 706)

### Explanation:
Running task 1.0 in stage 17.0 (TID 706)

### Output:
Running task 1.0 in stage 17.0 (TID 706)

### Explanation:
Running task 1.0 in stage",5.417874813079834,Running task 1.0 in stage 17.0 (TID 706)
Running task 2.0 in stage 17.0 (TID 716),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 17.0 (TID 716)

### Output:
Running task 2.0 in stage 17.0 (TID 716)

### Explanation:
Running task 2.0 in stage 17.0 (TID 716)

### Output:
Running task 2.0 in stage 17.0 (TID 716)

### Explanation:
Running task 2.0 in stage",5.339647531509399,Running task 2.0 in stage 17.0 (TID 716)
Running task 3.0 in stage 17.0 (TID 718),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 17.0 (TID 718)

### Output:
Running task 3.0 in stage 17.0 (TID 718)

### Explanation:
Running task 3.0 in stage 17.0 (TID 718)

### Output:
Running task 3.0 in stage 17.0 (TID 718)

### Explanation:
Running task 3.0 in stage",5.36288332939148,Running task 3.0 in stage 17.0 (TID 718)
Running task 4.0 in stage 17.0 (TID 719),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 17.0 (TID 719)

### Output:
Running task 4.0 in stage 17.0 (TID 719)

### Explanation:
Running task 4.0 in stage 17.0 (TID 719)

### Output:
Running task 4.0 in stage 17.0 (TID 719)

### Explanation:
Running task 4.0 in stage",5.316163778305054,Running task 4.0 in stage 17.0 (TID 719)
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver

### Explanation:",5.380877733230591,Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver

### Explanation:",5.323894739151001,Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver
Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.378835916519165,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver

### Explanation:",5.347412824630737,Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver

### Explanation:",5.337282657623291,Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver
Running task 0.0 in stage 18.0 (TID 722),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 18.0 (TID 722)

### Output:
Running task 0.0 in stage 18.0 (TID 722)

### Explanation:
Running task 0.0 in stage 18.0 (TID 722)

### Output:
Running task 0.0 in stage 18.0 (TID 722)

### Explanation:
Running task 0.0 in stage",5.405152082443237,Running task 0.0 in stage 18.0 (TID 722)
Running task 1.0 in stage 18.0 (TID 736),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 18.0 (TID 736)

### Output:
Running task 1.0 in stage 18.0 (TID 736)

### Explanation:
Running task 1.0 in stage 18.0 (TID 736)

### Explanation:
Running task 1.0 in stage 18.0 (TID 736)

### Explanation:
Running task 1.0",5.339144468307495,Running task 1.0 in stage 18.0 (TID 736)
Running task 2.0 in stage 18.0 (TID 750),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 18.0 (TID 750)

### Output:
Running task 2.0 in stage 18.0 (TID 750)

### Explanation:
Running task 2.0 in stage 18.0 (TID 750)

### Output:
Running task 2.0 in stage 18.0 (TID 750)

### Explanation:
Running task 2.0 in stage",5.376726388931274,Running task 2.0 in stage 18.0 (TID 750)
Running task 3.0 in stage 18.0 (TID 758),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 18.0 (TID 758)

### Output:
Running task 3.0 in stage 18.0 (TID 758)

### Explanation:
Running task 3.0 in stage 18.0 (TID 758)

### Output:
Running task 3.0 in stage 18.0 (TID 758)

### Explanation:
Running task 3.0 in stage",5.337259292602539,Running task 3.0 in stage 18.0 (TID 758)
Running task 4.0 in stage 18.0 (TID 759),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 18.0 (TID 759)

### Output:
Running task 4.0 in stage 18.0 (TID 759)

### Explanation:
Running task 4.0 in stage 18.0 (TID 759)

### Output:
Running task 4.0 in stage 18.0 (TID 759)

### Explanation:
Running task 4.0 in stage",5.342322826385498,Running task 4.0 in stage 18.0 (TID 759)
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver

### Explanation:",5.355445623397827,Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver

### Explanation:",5.307001829147339,Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver
Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,1.6292331218719482,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver

### Explanation:",5.32338547706604,Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver
Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.3895792961120605,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Running task 0.0 in stage 19.0 (TID 762),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 19.0 (TID 762)

### Output:
Running task 0.0 in stage 19.0 (TID 762)

### Explanation:
Running task 0.0 in stage 19.0 (TID 762)

### Output:
Running task 0.0 in stage 19.0 (TID 762)

### Explanation:
Running task 0.0 in stage",5.329755544662476,Running task 0.0 in stage 19.0 (TID 762)
Running task 1.0 in stage 19.0 (TID 776),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 19.0 (TID 776)

### Output:
Running task 1.0 in stage 19.0 (TID 776)

### Explanation:
Running task 1.0 in stage 19.0 (TID 776)

### Output:
Running task 1.0 in stage 19.0 (TID 776)

### Explanation:
Running task 1.0 in stage",5.341585874557495,Running task 1.0 in stage 19.0 (TID 776)
Running task 2.0 in stage 19.0 (TID 789),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 19.0 (TID 789)

### Output:
Running task 2.0 in stage 19.0 (TID 789)

### Explanation:
Running task 2.0 in stage 19.0 (TID 789)

### Output:
Running task 2.0 in stage 19.0 (TID 789)

### Explanation:
Running task 2.0 in stage",5.335375547409058,Running task 2.0 in stage 19.0 (TID 789)
Running task 3.0 in stage 19.0 (TID 798),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 19.0 (TID 798)

### Output:
Running task 3.0 in stage 19.0 (TID 798)

### Explanation:
Running task 3.0 in stage 19.0 (TID 798)

### Output:
Running task 3.0 in stage 19.0 (TID 798)

### Explanation:
Running task 3.0 in stage",5.353579998016357,Running task 3.0 in stage 19.0 (TID 798)
Running task 4.0 in stage 19.0 (TID 799),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 19.0 (TID 799)

### Output:
Running task 4.0 in stage 19.0 (TID 799)

### Explanation:
Running task 4.0 in stage 19.0 (TID 799)

### Output:
Running task 4.0 in stage 19.0 (TID 799)

### Explanation:
Running task 4.0 in stage",5.3733673095703125,Running task 4.0 in stage 19.0 (TID 799)
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver

### Explanation:",5.353322744369507,Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver
