Content,EventTemplate,Dataset,Category,Unseen_Mistral_2S_Spark_4,Inference_time_4
Running task 4.0 in stage 13.0 (TID 559),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 13.0 (TID 559)

### Output:
Running task 4.0 in stage 13.0 (TID 559)

### Explanation:
Running task 4.0 in stage 13.0 (TID 559)

### Output:
Running task 4.0 in stage 13.0 (TID 559)

### Explanation:
Running task 4.0 in stage",5.254978895187378
Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver

### Explanation:",5.139659404754639
Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver

### Explanation:",5.187948942184448
Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.2245452404022217
Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver

### Explanation:",5.174580812454224
Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver

### Explanation:",5.248939275741577
Running task 0.0 in stage 14.0 (TID 562),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 14.0 (TID 562)

### Output:
Running task 0.0 in stage 14.0 (TID 562)

### Explanation:
Running task 0.0 in stage 14.0 (TID 562)

### Output:
Running task 0.0 in stage 14.0 (TID 562)

### Explanation:
Running task 0.0 in stage",5.1924097537994385
Running task 1.0 in stage 14.0 (TID 576),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 14.0 (TID 576)

### Output:
Running task 1.0 in stage 14.0 (TID 576)

### Explanation:
Running task 1.0 in stage 14.0 (TID 576)

### Output:
Running task 1.0 in stage 14.0 (TID 576)

### Explanation:
Running task 1.0 in stage",5.238363981246948
Running task 2.0 in stage 14.0 (TID 590),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 14.0 (TID 590)

### Output:
Running task 2.0 in stage 14.0 (TID 590)

### Explanation:
Running task 2.0 in stage 14.0 (TID 590)

### Output:
Running task 2.0 in stage 14.0 (TID 590)

### Explanation:
Running task 2.0 in stage",5.194500207901001
Running task 3.0 in stage 14.0 (TID 598),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 14.0 (TID 598)

### Output:
Running task 3.0 in stage 14.0 (TID 598)

### Explanation:
Running task 3.0 in stage 14.0 (TID 598)

### Output:
Running task 3.0 in stage 14.0 (TID 598)

### Explanation:
Running task 3.0 in stage",5.1524763107299805
Running task 4.0 in stage 14.0 (TID 599),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 14.0 (TID 599)

### Output:
Running task 4.0 in stage 14.0 (TID 599)

### Explanation:
Running task 4.0 in stage 14.0 (TID 599)

### Output:
Running task 4.0 in stage 14.0 (TID 599)

### Explanation:
Running task 4.0 in stage",5.216001272201538
Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver

### Explanation:",5.128509283065796
Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.2709202766418457
Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver

### Explanation:",5.15390419960022
Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver

### Explanation:",5.13516640663147
Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver

### Explanation:",5.1580376625061035
Running task 0.0 in stage 15.0 (TID 612),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 15.0 (TID 612)

### Output:
Running task 0.0 in stage 15.0 (TID 612)

### Explanation:
Running task 0.0 in stage 15.0 (TID 612)

### Output:
Running task 0.0 in stage 15.0 (TID 612)

### Explanation:
Running task 0.0 in stage",5.168320894241333
Running task 1.0 in stage 15.0 (TID 626),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 15.0 (TID 626)

### Output:
Running task 1.0 in stage 15.0 (TID 626)

### Explanation:
Running task 1.0 in stage 15.0 (TID 626)

### Output:
Running task 1.0 in stage 15.0 (TID 626)

### Explanation:
Running task 1.0 in stage",5.244218111038208
Running task 2.0 in stage 15.0 (TID 636),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 15.0 (TID 636)

### Output:
Running task 2.0 in stage 15.0 (TID 636)

### Explanation:
Running task 2.0 in stage 15.0 (TID 636)

### Output:
Running task 2.0 in stage 15.0 (TID 636)

### Explanation:
Running task 2.0 in stage",5.125306844711304
Running task 3.0 in stage 15.0 (TID 638),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 15.0 (TID 638)

### Output:
Running task 3.0 in stage 15.0 (TID 638)

### Explanation:
Running task 3.0 in stage 15.0 (TID 638)

### Output:
Running task 3.0 in stage 15.0 (TID 638)

### Explanation:
Running task 3.0 in stage",5.2313244342803955
Running task 4.0 in stage 15.0 (TID 639),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 15.0 (TID 639)

### Output:
Running task 4.0 in stage 15.0 (TID 639)

### Explanation:
Running task 4.0 in stage 15.0 (TID 639)

### Output:
Running task 4.0 in stage 15.0 (TID 639)

### Explanation:
Running task 4.0 in stage",5.172897577285767
Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver

### Explanation:",5.257412672042847
Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver

### Explanation:",5.149288892745972
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver

### Explanation:",5.170426845550537
Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.237302780151367
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver

### Explanation:",5.173083305358887
Running task 0.0 in stage 16.0 (TID 643),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 16.0 (TID 643)

### Output:
Running task 0.0 in stage 16.0 (TID 643)

### Explanation:
Running task 0.0 in stage 16.0 (TID 643)

### Output:
Running task 0.0 in stage 16.0 (TID 643)

### Explanation:
Running task 0.0 in stage",5.18119740486145
Running task 1.0 in stage 16.0 (TID 657),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 16.0 (TID 657)

### Output:
Running task 1.0 in stage 16.0 (TID 657)

### Explanation:
Running task 1.0 in stage 16.0 (TID 657)

### Output:
Running task 1.0 in stage 16.0 (TID 657)

### Explanation:
Running task 1.0 in stage",5.142744541168213
Running task 2.0 in stage 16.0 (TID 671),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 16.0 (TID 671)

### Output:
Running task 2.0 in stage 16.0 (TID 671)

### Explanation:
Running task 2.0 in stage 16.0 (TID 671)

### Output:
Running task 2.0 in stage 16.0 (TID 671)

### Explanation:
Running task 2.0 in stage",5.221187114715576
Running task 3.0 in stage 16.0 (TID 678),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 16.0 (TID 678)

### Output:
Running task 3.0 in stage 16.0 (TID 678)

### Explanation:
Running task 3.0 in stage 16.0 (TID 678)

### Output:
Running task 3.0 in stage 16.0 (TID 678)

### Explanation:
Running task 3.0 in stage",5.172307968139648
Running task 4.0 in stage 16.0 (TID 679),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 16.0 (TID 679)

### Output:
Running task 4.0 in stage 16.0 (TID 679)

### Explanation:
Running task 4.0 in stage 16.0 (TID 679)

### Output:
Running task 4.0 in stage 16.0 (TID 679)

### Explanation:
Running task 4.0 in stage",5.12321138381958
Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.2801525592803955
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver

### Explanation:",5.141897678375244
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver

### Explanation:",5.205095529556274
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver

### Explanation:",5.18951416015625
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver

### Explanation:",5.141270399093628
Running task 0.0 in stage 17.0 (TID 692),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 17.0 (TID 692)

### Output:
Running task 0.0 in stage 17.0 (TID 692)

### Explanation:
Running task 0.0 in stage 17.0 (TID 692)

### Output:
Running task 0.0 in stage 17.0 (TID 692)

### Explanation:
Running task 0.0 in stage",5.2590155601501465
Running task 1.0 in stage 17.0 (TID 706),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 17.0 (TID 706)

### Output:
Running task 1.0 in stage 17.0 (TID 706)

### Explanation:
Running task 1.0 in stage 17.0 (TID 706)

### Output:
Running task 1.0 in stage 17.0 (TID 706)

### Explanation:
Running task 1.0 in stage",5.176710844039917
Running task 2.0 in stage 17.0 (TID 716),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 17.0 (TID 716)

### Output:
Running task 2.0 in stage 17.0 (TID 716)

### Explanation:
Running task 2.0 in stage 17.0 (TID 716)

### Output:
Running task 2.0 in stage 17.0 (TID 716)

### Explanation:
Running task 2.0 in stage",5.130230188369751
Running task 3.0 in stage 17.0 (TID 718),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 17.0 (TID 718)

### Output:
Running task 3.0 in stage 17.0 (TID 718)

### Explanation:
Running task 3.0 in stage 17.0 (TID 718)

### Output:
Running task 3.0 in stage 17.0 (TID 718)

### Explanation:
Running task 3.0 in stage",5.179461717605591
Running task 4.0 in stage 17.0 (TID 719),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 17.0 (TID 719)

### Output:
Running task 4.0 in stage 17.0 (TID 719)

### Explanation:
Running task 4.0 in stage 17.0 (TID 719)

### Output:
Running task 4.0 in stage 17.0 (TID 719)

### Explanation:
Running task 4.0 in stage",5.151486873626709
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver

### Explanation:",5.110263109207153
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver

### Explanation:",5.211183786392212
Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.2327282428741455
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver

### Explanation:",5.169956922531128
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver

### Explanation:",5.1515867710113525
Running task 0.0 in stage 18.0 (TID 722),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 18.0 (TID 722)

### Output:
Running task 0.0 in stage 18.0 (TID 722)

### Explanation:
Running task 0.0 in stage 18.0 (TID 722)

### Output:
Running task 0.0 in stage 18.0 (TID 722)

### Explanation:
Running task 0.0 in stage",5.126528263092041
Running task 1.0 in stage 18.0 (TID 736),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 18.0 (TID 736)

### Output:
Running task 1.0 in stage 18.0 (TID 736)

### Explanation:
Running task 1.0 in stage 18.0 (TID 736)

### Output:
Running task 1.0 in stage 18.0 (TID 736)

### Explanation:
Running task 1.0 in stage",5.132195472717285
Running task 2.0 in stage 18.0 (TID 750),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 18.0 (TID 750)

### Output:
Running task 2.0 in stage 18.0 (TID 750)

### Explanation:
Running task 2.0 in stage 18.0 (TID 750)

### Output:
Running task 2.0 in stage 18.0 (TID 750)

### Explanation:
Running task 2.0 in stage",5.1421918869018555
Running task 3.0 in stage 18.0 (TID 758),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 18.0 (TID 758)

### Output:
Running task 3.0 in stage 18.0 (TID 758)

### Explanation:
Running task 3.0 in stage 18.0 (TID 758)

### Output:
Running task 3.0 in stage 18.0 (TID 758)

### Explanation:
Running task 3.0 in stage",5.159311056137085
Running task 4.0 in stage 18.0 (TID 759),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 18.0 (TID 759)

### Output:
Running task 4.0 in stage 18.0 (TID 759)

### Explanation:
Running task 4.0 in stage 18.0 (TID 759)

### Output:
Running task 4.0 in stage 18.0 (TID 759)

### Explanation:
Running task 4.0 in stage",5.207491636276245
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver

### Explanation:",5.153923749923706
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver

### Explanation:",5.188897609710693
Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver

### Explanation:",5.163544416427612
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver

### Explanation:",5.236765146255493
Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.243852138519287
Running task 0.0 in stage 19.0 (TID 762),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 19.0 (TID 762)

### Output:
Running task 0.0 in stage 19.0 (TID 762)

### Explanation:
Running task 0.0 in stage 19.0 (TID 762)

### Output:
Running task 0.0 in stage 19.0 (TID 762)

### Explanation:
Running task 0.0 in stage",5.2051002979278564
Running task 1.0 in stage 19.0 (TID 776),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 19.0 (TID 776)

### Output:
Running task 1.0 in stage 19.0 (TID 776)

### Explanation:
Running task 1.0 in stage 19.0 (TID 776)

### Output:
Running task 1.0 in stage 19.0 (TID 776)

### Explanation:
Running task 1.0 in stage",5.220992088317871
Running task 2.0 in stage 19.0 (TID 789),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 19.0 (TID 789)

### Output:
Running task 2.0 in stage 19.0 (TID 789)

### Explanation:
Running task 2.0 in stage 19.0 (TID 789)

### Output:
Running task 2.0 in stage 19.0 (TID 789)

### Explanation:
Running task 2.0 in stage",5.169498682022095
Running task 3.0 in stage 19.0 (TID 798),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 19.0 (TID 798)

### Output:
Running task 3.0 in stage 19.0 (TID 798)

### Explanation:
Running task 3.0 in stage 19.0 (TID 798)

### Output:
Running task 3.0 in stage 19.0 (TID 798)

### Explanation:
Running task 3.0 in stage",5.254995822906494
Running task 4.0 in stage 19.0 (TID 799),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 19.0 (TID 799)

### Output:
Running task 4.0 in stage 19.0 (TID 799)

### Explanation:
Running task 4.0 in stage 19.0 (TID 799)

### Output:
Running task 4.0 in stage 19.0 (TID 799)

### Explanation:
Running task 4.0 in stage",5.172755241394043
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver

### Explanation:",5.193495035171509
Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver

### Explanation:",5.1484551429748535
Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver

### Explanation:",5.161251783370972
Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver

### Explanation:",5.120736837387085
Finished task 2.0 in stage 19.0 (TID 789). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.1999387741088867
Running task 0.0 in stage 20.0 (TID 807),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 20.0 (TID 807)

### Output:
Running task 0.0 in stage 20.0 (TID 807)

### Explanation:
Running task 0.0 in stage 20.0 (TID 807)

### Output:
Running task 0.0 in stage 20.0 (TID 807)

### Explanation:
Running task 0.0 in stage",5.229190349578857
Running task 1.0 in stage 20.0 (TID 821),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 20.0 (TID 821)

### Output:
Running task 1.0 in stage 20.0 (TID 821)

### Explanation:
Running task 1.0 in stage 20.0 (TID 821)

### Output:
Running task 1.0 in stage 20.0 (TID 821)

### Explanation:
Running task 1.0 in stage",5.184792518615723
Running task 2.0 in stage 20.0 (TID 833),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 20.0 (TID 833)

### Output:
Running task 2.0 in stage 20.0 (TID 833)

### Explanation:
Running task 2.0 in stage 20.0 (TID 833)

### Output:
Running task 2.0 in stage 20.0 (TID 833)

### Explanation:
Running task 2.0 in stage",5.206808805465698
Running task 3.0 in stage 20.0 (TID 838),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 20.0 (TID 838)

### Output:
Running task 3.0 in stage 20.0 (TID 838)

### Explanation:
Running task 3.0 in stage 20.0 (TID 838)

### Output:
Running task 3.0 in stage 20.0 (TID 838)

### Explanation:
Running task 3.0 in stage",5.195496320724487
