Content,EventTemplate,Dataset,Category,Inference_time_1,Unseen_LLAMA_FT_Linux_1
connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552852631,connection from <*> () at <*>
connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552242279,connection from <*> () at <*>
connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.548954487,connection from <*> () at <*>
connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.553069592,connection from <*> () at <*>
connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.549804926,connection from <*> () at <*>
connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.550813198,connection from <*> () at <*>
connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552362442,connection from <*> () at <*>
connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552057266,connection from <*> () at <*>
connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.553411484,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552393436,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552886486,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.550565481,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.54944396,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.611561298,connection from <*> () at <*> <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.54730773,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.735523939,connection from <*> () at <*> <*>:<*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.553876162,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.683773994,connection from <*> () at <*> <*> <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.548583031,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.55319953,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.551246166,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.556539774,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.551956177,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.557718992,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552023411,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.545333862,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.551039934,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.737720966,connection from <*> () at <*> <*>:<*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.737658739,connection from <*> () at <*> <*>:<*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552425861,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.546210289,connection from <*> () at <*>
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.550788403,connection from <*> () at <*>
restart.,restart.,Linux,Unseen,0.293094397,restart.
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.695399046,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.685157061,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.68816185,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.694144726,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.497203112,connection from <*> at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.501924753,connection from <*> at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.692890644,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.699372053,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.505571127,connection from <*> at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,1.712541819,connection from <*> (dsl-Chn-static-059.45.101.203.touchtelindia.net) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.691490412,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.69195199,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.688509226,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,1.705872536,connection from <*> (dsl-Chn-static-059.45.101.203.touchtelindia.net) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,1.698655844,connection from <*> (dsl-Chn-static-059.45.101.203.touchtelindia.net) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.500215292,connection from <*> at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.696013927,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.504013538,connection from <*> at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.685741425,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.502842903,connection from <*> at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.699126244,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.691636086,connection from <*> (<*>) at <*>
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.505526543,connection from <*> at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.488696098,connection from <*> at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.682743311,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.678954601,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.489278078,connection from <*> at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.682115078,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.676927328,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.486872673,connection from <*> at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.679899693,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.485420942,connection from <*> at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.48289156,connection from <*> at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.682154417,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.682530165,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.679496527,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.678823709,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.680769444,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.487822294,connection from <*> at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.676292896,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.683835268,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.687034845,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.683138371,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.683286428,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.678080082,connection from <*> (<*>) at <*>
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.484714985,connection from <*> at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.501065016,connection from <*> at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,2.08797574,connection from <*> (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul <*> <*>:<*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.688959599,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.687602282,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,1.830416679,connection from <*> (adsl-<*>-<*>-<*>.dsl.<*>.pacbell.net) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.694660902,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,2.443338156,connection from <*> (adsl-<*>-<*>-<*>-<*>.dsl.<*>.<*>) at Mon Jul <*> <*>:<*>:<*> <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.49824357,connection from <*> at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.751944542,
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.692363739,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.824127436,connection from <*> (<*>) at <*><*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.696884871,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.819948912,connection from <*> (<*>) at <*><*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.505230904,connection from <*> at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.69442606,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.505072355,connection from <*> at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.503829479,connection from <*> at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.692799091,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,2.596148968,connection from <*> (adsl-<*>-<*>-<*>-<*>.dsl.mtry01.pacbell.net) at Mon Jul <*> <*>:<*>:<*> <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.693557501,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,2.241219759,connection from <*> (adsl-<*>-<*>-<*>.dsl.<*>.<*>) at Mon Jul <*> <*>:<*>:<*> <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.6882267,connection from <*> (<*>) at <*>
connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.500756741,connection from <*> at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.547119856,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.549648285,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.739473581,connection from <*> () at <*> <*>:<*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.547366142,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.742923021,connection from <*> () at <*> <*>:<*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.550241709,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.558680773,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.553281784,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.545572758,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.555074453,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.615971565,connection from <*> () at <*> <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.549979687,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.555142164,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.547480583,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.550949812,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.549905777,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.544678211,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.546055079,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.553427219,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.678750753,connection from <*> (<*>) at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.733569384,connection from <*> () at <*> <*>:<*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.551716805,connection from <*> () at <*>
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.549530745,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552748442,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552312613,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.673063278,connection from <*> (<*>) at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.551400661,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.547144413,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.548373461,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.551057816,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.555165052,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.553238392,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.554187775,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.554819822,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.552549839,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.557262421,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.548972368,connection from <*> () at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.677089691,connection from <*> (<*>) at <*>
connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,0.673718214,connection from <*> (<*>) at <*>
